Timestamp,EssayIndex,HumanScore,multi_ex_PredictedScore,multi_ex_err,multi_ex_PromptTokens,multi_ex_CompletionTokens,multi_ex_TotalTokens,multi_ex_Latency,multi_ex_EstimatedCost,multi_noex_PredictedScore,multi_noex_err,multi_noex_PromptTokens,multi_noex_CompletionTokens,multi_noex_TotalTokens,multi_noex_Latency,multi_noex_EstimatedCost,single_noex_PredictedScore,single_noex_err,single_noex_PromptTokens,single_noex_CompletionTokens,single_noex_TotalTokens,single_noex_Latency,single_noex_EstimatedCost,single_ex_PredictedScore,single_ex_err,single_ex_PromptTokens,single_ex_CompletionTokens,single_ex_TotalTokens,single_ex_Latency,single_ex_EstimatedCost,Essay_Agg_PromptTokens,Essay_Agg_CompletionTokens,Essay_Agg_TotalTokens,Essay_Agg_TotalLatency,Essay_Agg_EstimatedCost
2025-05-20T01:30:37.151826,47,7.5,6.5,1.0000,7208,16,7224,3.4632,0.00000000,6.0,1.5000,2059,15,2074,2.6471,0.00000000,6.5,1.0000,547,4,551,0.6938,0.00000000,6.5,1.0000,1885,4,1889,0.4670,0.00000000,11699,39,11738,7.2712,0.00000000
2025-05-20T01:30:37.156862,80,7.0,6.0,1.0000,7044,16,7060,4.5076,0.00000000,5.0,2.0000,1900,16,1916,2.0940,0.00000000,5.5,1.5000,490,3,493,0.3430,0.00000000,6.0,1.0000,1850,4,1854,0.3304,0.00000000,11284,39,11323,7.2750,0.00000000
2025-05-20T01:30:37.181402,48,5.5,6.0,0.5000,7216,16,7232,3.0114,0.00000000,6.0,0.5000,2086,16,2102,3.1204,0.00000000,5.5,0.0000,549,4,553,0.2705,0.00000000,6.0,0.5000,1896,4,1900,0.8985,0.00000000,11747,40,11787,7.3009,0.00000000
2025-05-20T01:30:37.327697,5,5.5,6.0,0.5000,7180,16,7196,4.2756,0.00000000,5.0,0.5000,2040,16,2056,2.3329,0.00000000,5.5,0.0000,538,4,542,0.3563,0.00000000,6.0,0.5000,1876,4,1880,0.4836,0.00000000,11634,40,11674,7.4484,0.00000000
2025-05-20T01:30:37.370603,71,6.0,5.0,1.0000,7089,15,7104,3.9892,0.00000000,5.0,1.0000,1954,16,1970,2.6168,0.00000000,5.5,0.5000,516,4,520,0.5274,0.00000000,5.0,1.0000,1863,4,1867,0.3561,0.00000000,11422,39,11461,7.4895,0.00000000
2025-05-20T01:30:37.386619,11,5.5,6.0,0.5000,7151,15,7166,3.4657,0.00000000,5.5,0.0000,2016,16,2032,3.0340,0.00000000,6.0,0.5000,532,4,536,0.3880,0.00000000,6.0,0.5000,1879,4,1883,0.6187,0.00000000,11578,39,11617,7.5064,0.00000000
2025-05-20T01:30:40.240940,103,7.0,6.0,1.0000,7222,16,7238,2.2839,0.00000000,6.0,1.0000,2094,16,2110,1.9025,0.00000000,6.0,1.0000,551,4,555,0.5064,0.00000000,6.0,1.0000,1898,4,1902,0.2998,0.00000000,11765,40,11805,4.9926,0.00000000
2025-05-20T01:30:40.339536,101,6.5,6.0,0.5000,7536,16,7552,2.9173,0.00000000,5.5,1.0000,2390,15,2405,1.6144,0.00000000,6.0,0.5000,627,4,631,0.2651,0.00000000,6.0,0.5000,1974,4,1978,0.5762,0.00000000,12527,39,12566,5.3729,0.00000000
2025-05-20T01:30:40.489513,106,6.5,6.5,0.0000,7606,16,7622,2.1784,0.00000000,6.0,0.5000,2464,16,2480,1.5932,0.00000000,6.0,0.5000,644,4,648,0.4255,0.00000000,6.5,0.0000,1993,4,1997,0.3343,0.00000000,12707,40,12747,4.5315,0.00000000
2025-05-20T01:30:40.976986,107,5.5,6.0,0.5000,7167,15,7182,2.6401,0.00000000,5.0,0.5000,2037,16,2053,1.5573,0.00000000,5.5,0.0000,538,4,542,0.5191,0.00000000,6.0,0.5000,1885,4,1889,0.3019,0.00000000,11627,39,11666,5.0184,0.00000000
2025-05-20T01:30:41.432612,125,5.5,6.0,0.5000,7304,16,7320,1.5261,0.00000000,5.0,0.5000,2136,14,2150,1.6589,0.00000000,5.5,0.0000,569,4,573,0.3636,0.00000000,6.5,1.0000,1907,4,1911,0.4956,0.00000000,11916,38,11954,4.0443,0.00000000
2025-05-20T01:30:41.628161,116,5.5,7.0,1.5000,7112,16,7128,1.9313,0.00000000,6.0,0.5000,1962,15,1977,2.0811,0.00000000,6.5,1.0000,523,4,527,0.5282,0.00000000,6.5,1.0000,1868,4,1872,0.4243,0.00000000,11465,39,11504,4.9649,0.00000000
2025-05-20T01:30:41.726437,122,7.5,6.5,1.0000,7176,16,7192,1.9799,0.00000000,6.0,1.5000,2036,16,2052,1.7668,0.00000000,6.0,1.5000,525,3,528,0.3728,0.00000000,6.0,1.5000,1884,4,1888,0.4234,0.00000000,11621,39,11660,4.5430,0.00000000
2025-05-20T01:30:41.936617,121,7.0,6.0,1.0000,7278,16,7294,1.7806,0.00000000,5.0,2.0000,2138,16,2154,2.0077,0.00000000,5.5,1.5000,562,4,566,0.4063,0.00000000,6.0,1.0000,1909,4,1913,0.5842,0.00000000,11887,40,11927,4.7788,0.00000000
2025-05-20T01:30:43.063251,17,9.0,7.0,2.0000,7208,16,7224,2.4589,0.00000000,6.5,2.5000,2068,15,2083,10.1704,0.00000000,6.5,2.5000,545,4,549,0.2676,0.00000000,6.5,2.5000,1892,4,1896,0.2859,0.00000000,11713,39,11752,13.1828,0.00000000
2025-05-20T01:30:43.302519,32,3.5,4.0,0.5000,6462,16,6478,2.9705,0.00000000,4.0,0.5000,1334,15,1349,9.7390,0.00000000,4.0,0.5000,361,4,365,0.3357,0.00000000,5.0,1.5000,1708,4,1712,0.3766,0.00000000,9865,39,9904,13.4217,0.00000000
2025-05-20T01:30:44.364614,29,6.0,6.0,0.0000,7046,16,7062,3.2016,0.00000000,5.0,1.0000,1916,15,1931,10.5081,0.00000000,5.0,1.0000,507,4,511,0.5186,0.00000000,6.0,0.0000,1854,4,1858,0.2556,0.00000000,11323,39,11362,14.4839,0.00000000
2025-05-20T01:30:45.130558,129,6.5,5.5,1.0000,7173,15,7188,1.8354,0.00000000,5.0,1.5000,2035,16,2051,1.5344,0.00000000,5.0,1.5000,539,4,543,0.3093,0.00000000,5.5,1.0000,1886,4,1890,0.4728,0.00000000,11633,39,11672,4.1519,0.00000000
2025-05-20T01:30:45.920888,133,5.0,5.0,0.0000,7092,16,7108,1.4841,0.00000000,4.0,1.0000,1952,16,1968,1.4491,0.00000000,5.0,0.0000,516,4,520,0.6394,0.00000000,5.5,0.5000,1863,4,1867,0.4099,0.00000000,11423,40,11463,3.9824,0.00000000
2025-05-20T01:30:46.010700,131,6.0,5.5,0.5000,7210,16,7226,1.7912,0.00000000,5.0,1.0000,2065,16,2081,1.7744,0.00000000,5.0,1.0000,545,4,549,0.2373,0.00000000,5.5,0.5000,1881,4,1885,0.5784,0.00000000,11701,40,11741,4.3813,0.00000000
2025-05-20T01:30:47.615976,114,6.5,6.0,0.5000,7334,15,7349,7.5800,0.00000000,6.0,0.5000,2192,16,2208,1.8571,0.00000000,6.0,0.5000,576,4,580,0.3920,0.00000000,6.0,0.5000,1923,4,1927,1.2773,0.00000000,12025,39,12064,11.1064,0.00000000
2025-05-20T01:30:47.826473,135,7.0,6.0,1.0000,7296,16,7312,1.5659,0.00000000,5.5,1.5000,2143,15,2158,1.9771,0.00000000,6.0,1.0000,556,3,559,0.3332,0.00000000,6.5,0.5000,1914,4,1918,0.6458,0.00000000,11909,38,11947,4.5220,0.00000000
2025-05-20T01:30:48.192987,96,8.0,7.0,1.0000,7806,16,7822,2.2501,0.00000000,6.5,1.5000,2661,15,2676,1.7521,0.00000000,7.0,1.0000,695,4,699,0.5107,0.00000000,7.0,1.0000,2044,4,2048,13.7987,0.00000000,13206,39,13245,18.3115,0.00000000
2025-05-20T01:30:48.213356,12,7.0,6.0,1.0000,7342,16,7358,2.8386,0.00000000,5.5,1.5000,2209,16,2225,2.0338,0.00000000,5.5,1.5000,581,4,585,0.4441,0.00000000,6.5,0.5000,1928,4,1932,13.0169,0.00000000,12060,40,12100,18.3334,0.00000000
2025-05-20T01:30:48.477483,74,7.5,6.5,1.0000,7134,16,7150,2.6764,0.00000000,6.0,1.5000,1992,16,2008,2.5541,0.00000000,6.0,1.5000,526,4,530,1.5600,0.00000000,6.5,1.0000,1873,4,1877,11.8057,0.00000000,11525,40,11565,18.5963,0.00000000
2025-05-20T01:30:48.577004,26,7.0,5.0,2.0000,7038,16,7054,2.7409,0.00000000,Calculation Error,NaN,1907,16,1923,1.5576,0.00000000,5.5,1.5000,505,4,509,14.0489,0.00000000,5.5,1.5000,1852,4,1856,0.3493,0.00000000,11302,40,11342,18.6966,0.00000000
2025-05-20T01:30:48.952027,70,5.5,4.0,1.5000,6818,16,6834,3.5062,0.00000000,4.0,1.5000,1664,15,1679,2.1078,0.00000000,4.0,1.5000,447,4,451,13.0489,0.00000000,5.0,0.5000,1794,4,1798,0.4073,0.00000000,10723,39,10762,19.0701,0.00000000
2025-05-20T01:30:49.167707,119,6.0,5.0,1.0000,7100,16,7116,1.5326,0.00000000,5.0,1.0000,1960,16,1976,1.7361,0.00000000,5.0,1.0000,518,4,522,8.0829,0.00000000,5.0,1.0000,1855,4,1859,0.7403,0.00000000,11433,40,11473,12.0918,0.00000000
2025-05-20T01:30:49.234026,3,5.5,5.5,0.0000,6992,16,7008,4.1967,0.00000000,5.0,0.5000,1852,16,1868,14.3906,0.00000000,5.5,0.0000,491,4,495,0.3431,0.00000000,6.0,0.5000,1838,4,1842,0.4239,0.00000000,11173,40,11213,19.3543,0.00000000
2025-05-20T01:30:49.431053,4,9.0,8.0,1.0000,7014,16,7030,3.2162,0.00000000,6.0,3.0000,1881,16,1897,15.1047,0.00000000,6.0,3.0000,499,4,503,0.6274,0.00000000,9.0,0.0000,1837,4,1841,0.6033,0.00000000,11231,40,11271,19.5515,0.00000000
2025-05-20T01:30:49.657619,24,9.0,6.5,2.5000,7376,15,7391,12.6177,0.00000000,6.0,3.0000,2225,16,2241,1.5984,0.00000000,6.0,3.0000,586,4,590,4.4583,0.00000000,6.5,2.5000,1933,4,1937,1.1019,0.00000000,12120,39,12159,19.7763,0.00000000
2025-05-20T01:30:49.722682,2,6.5,6.0,0.5000,7162,16,7178,3.8054,0.00000000,6.0,0.5000,2031,16,2047,14.5159,0.00000000,6.0,0.5000,536,4,540,0.3487,0.00000000,6.5,0.0000,1883,4,1887,1.1722,0.00000000,11612,40,11652,19.8423,0.00000000
2025-05-20T01:30:49.723445,76,7.5,7.0,0.5000,7354,16,7370,3.1586,0.00000000,6.0,1.5000,2226,16,2242,15.1590,0.00000000,6.5,1.0000,584,4,588,0.3904,0.00000000,6.5,1.0000,1931,4,1935,1.1342,0.00000000,12095,40,12135,19.8423,0.00000000
2025-05-20T01:30:49.768712,25,6.0,6.0,0.0000,7358,15,7373,2.5353,0.00000000,5.0,1.0000,2224,16,2240,15.7825,0.00000000,5.5,0.5000,584,4,588,1.2037,0.00000000,6.0,0.0000,1931,4,1935,0.3663,0.00000000,12097,39,12136,19.8878,0.00000000
2025-05-20T01:30:49.814037,38,5.0,5.0,0.0000,7116,16,7132,3.4640,0.00000000,4.0,1.0000,1976,16,1992,15.5040,0.00000000,5.0,0.0000,520,4,524,0.6312,0.00000000,5.0,0.0000,1869,4,1873,0.3347,0.00000000,11481,40,11521,19.9339,0.00000000
2025-05-20T01:30:49.911585,84,8.0,7.0,1.0000,7700,16,7716,2.1301,0.00000000,6.0,2.0000,2568,16,2584,16.7324,0.00000000,6.0,2.0000,670,4,674,0.8513,0.00000000,6.5,1.5000,2017,4,2021,0.3167,0.00000000,12955,40,12995,20.0305,0.00000000
2025-05-20T01:30:49.978335,45,7.5,6.5,1.0000,7328,16,7344,3.7987,0.00000000,6.5,1.0000,2185,16,2201,15.5549,0.00000000,6.5,1.0000,577,4,581,0.3573,0.00000000,6.5,1.0000,1919,3,1922,0.3871,0.00000000,12009,39,12048,20.0980,0.00000000
2025-05-20T01:30:50.184662,46,5.0,5.0,0.0000,7034,16,7050,2.7796,0.00000000,4.5,0.5000,1889,16,1905,15.5331,0.00000000,5.0,0.0000,501,4,505,1.1977,0.00000000,5.5,0.5000,1848,4,1852,0.7939,0.00000000,11272,40,11312,20.3043,0.00000000
2025-05-20T01:30:50.374367,136,5.5,5.0,0.5000,7188,16,7204,2.0828,0.00000000,5.0,0.5000,2050,16,2066,3.2887,0.00000000,5.0,0.5000,540,4,544,0.2790,0.00000000,5.0,0.5000,1887,4,1891,0.3563,0.00000000,11665,40,11705,6.0069,0.00000000
2025-05-20T01:30:50.479920,98,7.0,6.5,0.5000,7080,16,7096,3.4656,0.00000000,6.0,1.0000,1940,16,1956,15.8797,0.00000000,6.5,0.5000,513,4,517,0.8960,0.00000000,6.5,0.5000,1860,4,1864,0.3574,0.00000000,11393,40,11433,20.5986,0.00000000
2025-05-20T01:30:50.894546,77,6.5,6.0,0.5000,7148,16,7164,3.1680,0.00000000,6.0,0.5000,2010,15,2025,16.0497,0.00000000,6.0,0.5000,530,4,534,0.3881,0.00000000,6.5,0.0000,1877,4,1881,1.4078,0.00000000,11565,39,11604,21.0137,0.00000000
2025-05-20T01:30:51.067198,130,5.0,5.0,0.0000,7124,16,7140,1.5596,0.00000000,4.5,0.5000,1992,16,2008,7.1076,0.00000000,5.0,0.0000,526,4,530,0.5184,0.00000000,5.0,0.0000,1873,4,1877,0.4159,0.00000000,11515,40,11555,9.6015,0.00000000
2025-05-20T01:30:51.360181,21,5.5,5.5,0.0000,7117,15,7132,3.0389,0.00000000,5.0,0.5000,1972,15,1987,17.6008,0.00000000,5.5,0.0000,526,4,530,0.3650,0.00000000,6.0,0.5000,1873,4,1877,0.4742,0.00000000,11488,38,11526,21.4789,0.00000000
2025-05-20T01:30:51.385226,68,7.0,6.5,0.5000,7392,16,7408,17.9020,0.00000000,6.0,1.0000,2239,15,2254,2.2111,0.00000000,6.0,1.0000,589,4,593,0.7782,0.00000000,6.5,0.5000,1940,4,1944,0.6133,0.00000000,12160,39,12199,21.5046,0.00000000
2025-05-20T01:30:51.387805,30,6.0,6.0,0.0000,7058,16,7074,18.1470,0.00000000,5.0,1.0000,1907,15,1922,2.0894,0.00000000,5.0,1.0000,507,4,511,0.9259,0.00000000,6.0,0.0000,1854,4,1858,0.3450,0.00000000,11326,39,11365,21.5073,0.00000000
2025-05-20T01:30:51.493351,18,7.5,6.0,1.5000,7006,16,7022,3.5226,0.00000000,5.5,2.0000,1864,16,1880,16.4922,0.00000000,5.5,2.0000,494,4,498,1.3152,0.00000000,6.0,1.5000,1841,4,1845,0.2833,0.00000000,11205,40,11245,21.6133,0.00000000
2025-05-20T01:30:51.555639,31,5.5,6.0,0.5000,7040,15,7055,2.8248,0.00000000,5.0,0.5000,1897,16,1913,17.0132,0.00000000,5.5,0.0000,503,4,507,1.4606,0.00000000,6.0,0.5000,1850,4,1854,0.3766,0.00000000,11290,39,11329,21.6752,0.00000000
2025-05-20T01:30:51.697725,85,6.0,6.0,0.0000,7532,16,7548,18.1523,0.00000000,5.5,0.5000,2392,16,2408,2.8505,0.00000000,5.5,0.5000,628,4,632,0.4709,0.00000000,6.5,0.5000,1973,4,1977,0.3421,0.00000000,12525,40,12565,21.8159,0.00000000
2025-05-20T01:30:51.698124,39,7.5,6.0,1.5000,7124,16,7140,4.6318,0.00000000,6.0,1.5000,1986,16,2002,14.5894,0.00000000,6.0,1.5000,524,4,528,1.0202,0.00000000,6.5,1.0000,1871,4,1875,1.5757,0.00000000,11505,40,11545,21.8171,0.00000000
2025-05-20T01:30:51.765511,40,8.0,6.0,2.0000,7374,15,7389,3.4624,0.00000000,5.5,2.5000,2246,16,2262,16.9501,0.00000000,6.0,2.0000,589,4,593,0.5439,0.00000000,6.0,2.0000,1927,4,1931,0.9286,0.00000000,12136,39,12175,21.8850,0.00000000
2025-05-20T01:30:51.853466,73,5.5,6.0,0.5000,7354,16,7370,3.5009,0.00000000,4.5,1.0000,2209,16,2225,15.4295,0.00000000,5.0,0.5000,581,4,585,1.5502,0.00000000,6.0,0.5000,1928,4,1932,1.4916,0.00000000,12072,40,12112,21.9722,0.00000000
2025-05-20T01:30:52.087343,53,6.0,5.5,0.5000,6968,16,6984,19.2499,0.00000000,5.0,1.0000,1823,16,1839,2.2973,0.00000000,5.0,1.0000,484,4,488,0.4225,0.00000000,6.0,0.0000,1831,4,1835,0.2365,0.00000000,11106,40,11146,22.2061,0.00000000
2025-05-20T01:30:52.093982,37,7.0,5.5,1.5000,7092,16,7108,3.0522,0.00000000,5.0,2.0000,1952,16,1968,17.1794,0.00000000,5.0,2.0000,516,4,520,1.5850,0.00000000,6.0,1.0000,1863,4,1867,0.3970,0.00000000,11423,40,11463,22.2136,0.00000000
2025-05-20T01:30:52.097181,55,7.0,6.0,1.0000,7848,16,7864,18.1454,0.00000000,6.0,1.0000,2720,16,2736,2.9130,0.00000000,6.0,1.0000,710,4,714,0.4438,0.00000000,6.5,0.5000,2055,4,2059,0.7120,0.00000000,13333,40,13373,22.2142,0.00000000
2025-05-20T01:30:52.221542,6,6.0,6.0,0.0000,7036,16,7052,18.1509,0.00000000,5.0,1.0000,1893,16,1909,2.8487,0.00000000,5.5,0.5000,502,4,506,0.8135,0.00000000,6.0,0.0000,1849,4,1853,0.5200,0.00000000,11280,40,11320,22.3331,0.00000000
2025-05-20T01:30:52.222153,99,6.5,6.0,0.5000,7158,16,7174,19.3533,0.00000000,5.5,1.0000,2030,16,2046,1.7968,0.00000000,5.5,1.0000,533,4,537,0.6593,0.00000000,6.0,0.5000,1882,4,1886,0.5257,0.00000000,11603,40,11643,22.3351,0.00000000
2025-05-20T01:30:52.539828,69,7.0,5.5,1.5000,7298,16,7314,3.7270,0.00000000,Calculation Error,NaN,2168,16,2184,16.7524,0.00000000,5.0,2.0000,570,4,574,1.6323,0.00000000,5.0,2.0000,1917,4,1921,0.5471,0.00000000,11953,40,11993,22.6588,0.00000000
2025-05-20T01:30:52.743746,9,8.5,7.0,1.5000,7246,14,7260,13.0485,0.00000000,6.5,2.0000,2108,16,2124,8.9135,0.00000000,6.5,2.0000,555,4,559,0.5192,0.00000000,6.5,2.0000,1902,4,1906,0.3801,0.00000000,11811,38,11849,22.8612,0.00000000
2025-05-20T01:30:52.989335,102,6.0,6.0,0.0000,7158,16,7174,1.9047,0.00000000,6.0,0.0000,2018,16,2034,13.8535,0.00000000,5.5,0.5000,534,4,538,0.5280,0.00000000,6.0,0.0000,1879,4,1883,1.5924,0.00000000,11589,40,11629,17.8787,0.00000000
2025-05-20T01:30:53.417718,61,4.5,5.0,0.5000,7197,15,7212,19.1834,0.00000000,4.0,0.5000,2050,15,2065,3.0303,0.00000000,4.0,0.5000,544,4,548,0.7936,0.00000000,5.0,0.5000,1893,4,1897,0.5285,0.00000000,11684,38,11722,23.5357,0.00000000
2025-05-20T01:30:53.447107,112,5.0,6.0,1.0000,7181,15,7196,11.9314,0.00000000,5.0,0.0000,2040,16,2056,3.6927,0.00000000,5.5,0.5000,538,4,542,0.9714,0.00000000,6.0,1.0000,1885,4,1889,0.3634,0.00000000,11644,39,11683,16.9589,0.00000000
2025-05-20T01:30:53.534648,58,9.0,6.5,2.5000,7266,16,7282,18.6699,0.00000000,6.0,3.0000,2133,16,2149,2.7274,0.00000000,6.0,3.0000,562,4,566,0.9390,0.00000000,6.0,3.0000,1909,4,1913,1.3146,0.00000000,11870,40,11910,23.6509,0.00000000
2025-05-20T01:30:53.617108,110,7.0,6.0,1.0000,7280,16,7296,1.4273,0.00000000,5.0,2.0000,2135,16,2151,11.5370,0.00000000,5.5,1.5000,563,4,567,0.3775,0.00000000,6.5,0.5000,1910,4,1914,4.0214,0.00000000,11888,40,11928,17.3632,0.00000000
2025-05-20T01:30:53.617881,22,7.5,6.5,1.0000,7038,16,7054,2.7074,0.00000000,6.0,1.5000,1896,16,1912,15.6151,0.00000000,6.0,1.5000,502,4,506,1.3911,0.00000000,6.5,1.0000,1849,4,1853,4.0220,0.00000000,11285,40,11325,23.7356,0.00000000
2025-05-20T01:30:53.618446,81,6.5,7.0,0.5000,7388,16,7404,19.2481,0.00000000,6.0,0.5000,2245,16,2261,3.6893,0.00000000,6.0,0.5000,590,4,594,0.4422,0.00000000,7.0,0.5000,1937,4,1941,0.3576,0.00000000,12160,40,12200,23.7372,0.00000000
2025-05-20T01:30:53.624818,0,6.5,6.5,0.0000,7072,16,7088,17.8962,0.00000000,6.0,0.5000,1932,16,1948,1.3732,0.00000000,6.0,0.5000,511,4,515,0.4478,0.00000000,6.5,0.0000,1858,4,1862,4.0283,0.00000000,11373,40,11413,23.7455,0.00000000
2025-05-20T01:30:53.880262,124,3.0,1.5,1.5000,7184,16,7200,12.4639,0.00000000,1.5,1.5000,2049,16,2065,2.4938,0.00000000,2.0,1.0000,541,4,545,1.2087,0.00000000,3.0,0.0000,1888,4,1892,0.3421,0.00000000,11662,40,11702,16.5084,0.00000000
