Timestamp,Step,EssayIndex,ChosenRecipe,HumanScore,PredictedScore,Reward,Epsilon,ErrorMessage,PromptTokens,CompletionTokens,TotalTokens,Latency,EstimatedCost
2025-05-20T01:24:38.781222,81,75,SingleStep-NoEx,7.5,6.0,-1.5095,0.2000,,950,3,953,0.8281,0.00014430
2025-05-20T01:24:38.781527,15,671,SingleStep-NoEx,9.0,6.5,-2.5096,0.2000,,960,3,963,0.8300,0.00014580
2025-05-20T01:24:38.790412,21,476,SingleStep-NoEx,5.5,5.0,-0.5097,0.2000,,969,3,972,0.8387,0.00014715
2025-05-20T01:24:38.793579,25,84,SingleStep-NoEx,8.0,6.0,-2.0111,0.2000,,1108,3,1111,0.8416,0.00016800
2025-05-20T01:24:38.805809,40,259,SingleStep-NoEx,7.0,6.0,-1.0102,0.2000,,1019,3,1022,0.8533,0.00015465
2025-05-20T01:24:38.806731,27,359,SingleStep-NoEx,8.0,6.0,-2.0097,0.2000,,968,3,971,0.8547,0.00014700
2025-05-20T01:24:38.808025,83,370,SingleStep+Ex,5.0,5.5,-0.5235,0.2000,,2351,3,2354,0.8549,0.00035445
2025-05-20T01:24:38.810987,86,491,SingleStep+Ex,6.5,6.0,-0.5235,0.2000,,2344,3,2347,0.8578,0.00035340
2025-05-20T01:24:38.812804,39,398,SingleStep+Ex,6.5,5.5,-1.0235,0.2000,,2348,3,2351,0.8603,0.00035400
2025-05-20T01:24:38.814349,52,305,SingleStep+Ex,8.5,7.0,-1.5243,0.2000,,2422,3,2425,0.8617,0.00036510
2025-05-20T01:24:38.816922,58,1,SingleStep+Ex,5.5,6.0,-0.5238,0.2000,,2381,3,2384,0.8642,0.00035895
2025-05-20T01:24:38.913478,43,648,SingleStep+Ex,9.0,7.0,-2.0244,0.2000,,2440,3,2443,0.9609,0.00036780
2025-05-20T01:24:38.916223,46,25,SingleStep+Ex,6.0,6.0,-0.0240,0.2000,,2400,3,2403,0.9636,0.00036180
2025-05-20T01:24:38.917182,29,753,SingleStep-NoEx,7.0,4.5,-2.5094,0.2000,,938,3,941,0.9651,0.00014250
2025-05-20T01:24:38.917680,79,604,SingleStep-NoEx,7.0,6.0,-1.0112,0.2000,,1114,3,1117,0.9646,0.00016890
2025-05-20T01:24:38.918250,100,760,SingleStep+Ex,7.0,5.0,-2.0228,0.2000,,2277,3,2280,0.9649,0.00034335
2025-05-20T01:24:38.918456,42,80,SingleStep-NoEx,7.0,5.0,-2.0093,0.2000,,932,3,935,0.9659,0.00014160
2025-05-20T01:24:38.919024,72,227,SingleStep+Ex,5.0,4.0,-1.0237,0.2000,,2372,3,2375,0.9661,0.00035760
2025-05-20T01:24:38.919508,60,378,SingleStep-NoEx,5.5,6.0,-0.5104,0.2000,,1041,3,1044,0.9667,0.00015795
2025-05-20T01:24:38.919935,2,14,SingleStep+Ex,7.0,5.5,-1.5235,0.2000,,2348,3,2351,0.9690,0.00035400
2025-05-20T01:24:38.920453,6,747,SingleStep+Ex,7.0,6.0,-1.0242,0.2000,,2420,3,2423,0.9693,0.00036480
2025-05-20T01:24:38.920813,22,334,SingleStep-NoEx,8.5,5.0,-3.5095,0.2000,,946,3,949,0.9690,0.00014370
2025-05-20T01:24:38.921046,70,736,SingleStep-NoEx,8.0,5.0,-3.0106,0.2000,,1058,3,1061,0.9681,0.00016050
2025-05-20T01:24:38.921162,8,530,SingleStep+Ex,6.0,6.0,-0.0237,0.2000,,2368,3,2371,0.9699,0.00035700
2025-05-20T01:24:38.921503,9,568,SingleStep-NoEx,6.0,5.0,-1.0127,0.2000,,1267,3,1270,0.9702,0.00019185
2025-05-20T01:24:38.957201,30,334,SingleStep+Ex,8.5,5.0,-3.5234,0.2000,,2335,3,2338,1.0051,0.00035205
2025-05-20T01:24:38.957574,44,28,SingleStep-NoEx,5.0,5.0,-0.0096,0.2000,,958,3,961,1.0050,0.00014550
2025-05-20T01:24:38.976176,68,48,SingleStep+Ex,5.5,5.0,-0.5237,0.2000,,2366,3,2369,1.0233,0.00035670
2025-05-20T01:24:38.984318,84,321,SingleStep-NoEx,8.0,6.0,-2.0111,0.2000,,1103,3,1106,1.0312,0.00016725
2025-05-20T01:24:39.024958,45,759,SingleStep+Ex,7.0,4.5,-2.5228,0.2000,,2277,3,2280,1.0724,0.00034335
2025-05-20T01:24:39.045884,85,246,SingleStep-NoEx,5.5,5.0,-0.5104,0.2000,,1034,3,1037,1.0927,0.00015690
2025-05-20T01:24:39.062960,35,158,SingleStep+Ex,7.0,6.5,-0.5242,0.2000,,2414,3,2417,1.1106,0.00036390
2025-05-20T01:24:39.126059,61,688,SingleStep+Ex,8.0,6.5,-1.5237,0.2000,,2367,3,2370,1.1730,0.00035685
2025-05-20T01:24:39.182196,12,700,SingleStep-NoEx,8.0,7.0,-1.0107,0.2000,,1067,3,1070,1.2307,0.00016185
2025-05-20T01:24:39.250131,124,355,SingleStep-NoEx,7.0,5.0,-2.0096,0.2000,,961,3,964,0.4388,0.00014595
2025-05-20T01:24:39.449969,112,668,SingleStep-NoEx,9.0,6.0,-3.0101,0.2000,,1005,3,1008,0.6961,0.00015255
2025-05-20T01:24:39.450804,90,284,SingleStep+Ex,5.5,5.5,-0.0241,0.2000,,2410,3,2413,1.4976,0.00036330
2025-05-20T01:24:39.475360,108,210,SingleStep+Ex,6.5,4.0,-2.5246,0.2000,,2452,3,2455,0.7457,0.00036960
2025-05-20T01:24:39.697086,128,435,SingleStep+Ex,5.0,3.0,-2.0236,0.2000,,2352,3,2355,0.7820,0.00035460
2025-05-20T01:24:39.697407,132,237,SingleStep+Ex,6.5,5.0,-1.5243,0.2000,,2429,3,2432,0.7791,0.00036615
2025-05-20T01:24:39.957896,151,783,SingleStep+Ex,6.0,5.0,-1.0233,0.2000,,2328,3,2331,0.7074,0.00035100
2025-05-20T01:24:40.139303,64,127,MultiStep-NoEx,7.0,6.0,-1.0261,0.2000,,2598,12,2610,2.1860,0.00039690
2025-05-20T01:24:40.303207,55,629,MultiStep-NoEx,8.5,6.0,-2.5280,0.2000,,2790,12,2802,2.3502,0.00042570
2025-05-20T01:24:40.366012,51,500,MultiStep+Ex,6.0,5.0,-1.0763,0.2000,,7618,12,7630,2.4129,0.00114990
2025-05-20T01:24:40.528958,17,428,MultiStep-NoEx,7.5,6.0,-1.5301,0.2000,,3002,12,3014,2.5769,0.00045750
2025-05-20T01:24:40.546583,89,20,MultiStep-NoEx,5.5,5.0,-0.5240,0.2000,,2390,12,2402,2.5926,0.00036570
2025-05-20T01:24:40.610223,63,80,MultiStep-NoEx,7.0,5.0,-2.0233,0.2000,,2314,12,2326,2.6571,0.00035430
2025-05-20T01:24:40.611762,80,515,MultiStep-NoEx,7.0,5.5,-1.5259,0.2000,,2582,12,2594,2.6585,0.00039450
2025-05-20T01:24:40.616121,24,122,MultiStep-NoEx,7.5,6.0,-1.5246,0.2000,,2446,12,2458,2.6633,0.00037410
2025-05-20T01:24:40.664651,93,553,MultiStep-NoEx,6.0,6.5,-0.5312,0.2000,,3106,12,3118,2.7111,0.00047310
2025-05-20T01:24:40.674232,78,463,MultiStep+Ex,7.0,6.0,-1.0776,0.2000,,7750,12,7762,2.7209,0.00116970
2025-05-20T01:24:40.682184,65,399,MultiStep+Ex,6.5,7.0,-0.5796,0.2000,,7950,12,7962,2.7291,0.00119970
2025-05-20T01:24:40.723766,50,82,MultiStep+Ex,5.5,5.0,-0.5781,0.2000,,7794,12,7806,2.7703,0.00117630
2025-05-20T01:24:40.755507,1,748,MultiStep-NoEx,7.0,5.0,-2.0301,0.2000,,3002,12,3014,2.8046,0.00045750
2025-05-20T01:24:40.770915,91,548,MultiStep-NoEx,7.0,5.0,-2.0229,0.2000,,2274,12,2286,2.8172,0.00034830
2025-05-20T01:24:40.778776,87,156,MultiStep-NoEx,6.0,5.0,-1.0283,0.2000,,2818,12,2830,2.8254,0.00042990
2025-05-20T01:24:40.783581,74,726,MultiStep-NoEx,8.0,7.0,-1.0284,0.2000,,2826,12,2838,2.8304,0.00043110
2025-05-20T01:24:40.790826,96,655,MultiStep-NoEx,9.0,6.0,-3.0245,0.2000,,2438,12,2450,2.8373,0.00037290
2025-05-20T01:24:40.792740,28,252,MultiStep+Ex,5.0,4.0,-1.0773,0.2000,,7722,12,7734,2.8405,0.00116550
2025-05-20T01:24:40.814777,59,632,MultiStep-NoEx,6.5,5.5,-1.0237,0.2000,,2354,12,2366,2.8616,0.00036030
2025-05-20T01:24:40.842749,54,308,MultiStep+Ex,4.0,4.0,-0.0776,0.2000,,7750,12,7762,2.8898,0.00116970
2025-05-20T01:24:40.855434,77,366,MultiStep+Ex,5.0,6.0,-1.0803,0.2000,,8022,12,8034,2.9017,0.00121050
2025-05-20T01:24:40.866315,4,497,MultiStep+Ex,7.0,6.0,-1.0778,0.2000,,7766,12,7778,2.9149,0.00117210
2025-05-20T01:24:40.879772,16,155,MultiStep+Ex,4.5,4.0,-0.5759,0.2000,,7582,12,7594,2.9278,0.00114450
2025-05-20T01:24:40.882330,38,274,MultiStep+Ex,7.0,6.0,-1.0764,0.2000,,7626,12,7638,2.9298,0.00115110
2025-05-20T01:24:40.883176,49,124,MultiStep+Ex,3.0,3.0,-0.0772,0.2000,,7710,12,7722,2.9303,0.00116370
2025-05-20T01:24:40.889932,98,99,MultiStep-NoEx,6.5,5.0,-1.5247,0.2000,,2462,12,2474,2.9364,0.00037650
2025-05-20T01:24:40.912188,76,750,MultiStep+Ex,7.0,5.0,-2.0770,0.2000,,7690,12,7702,2.9590,0.00116070
2025-05-20T01:24:40.912868,3,489,MultiStep+Ex,5.5,6.0,-0.5823,0.2000,,8222,12,8234,2.9617,0.00124050
2025-05-20T01:24:40.913999,47,692,MultiStep-NoEx,8.0,6.5,-1.5282,0.2000,,2806,12,2818,2.9612,0.00042810
2025-05-20T01:24:41.017043,160,675,SingleStep-NoEx,8.0,6.5,-1.5096,0.2000,,960,3,963,0.6508,0.00014580
2025-05-20T01:24:41.018238,88,323,MultiStep+Ex,6.0,6.0,-0.0795,0.2000,,7938,12,7950,3.0643,0.00119790
2025-05-20T01:24:41.025435,102,504,MultiStep-NoEx,6.0,4.0,-2.0228,0.2000,,2270,12,2282,2.3991,0.00034770
2025-05-20T01:24:41.025730,53,66,MultiStep+Ex,5.0,4.0,-1.0774,0.2000,,7730,12,7742,3.0728,0.00116670
2025-05-20T01:24:41.025847,159,504,SingleStep-NoEx,6.0,4.0,-2.0092,0.2000,,921,3,924,0.7224,0.00013995
2025-05-20T01:24:41.026202,122,332,MultiStep+Ex,5.5,6.0,-0.5813,0.2000,,8114,12,8126,2.2188,0.00122430
2025-05-20T01:24:41.026272,10,269,MultiStep+Ex,6.0,6.0,-0.0780,0.2000,,7790,12,7802,3.0743,0.00117570
2025-05-20T01:24:41.026752,26,434,MultiStep-NoEx,6.5,5.0,-1.5244,0.2000,,2426,12,2438,3.0747,0.00037110
2025-05-20T01:24:41.026844,18,465,MultiStep-NoEx,6.0,6.0,-0.0310,0.2000,,3086,12,3098,3.0750,0.00047010
2025-05-20T01:24:41.027925,34,746,MultiStep+Ex,7.0,6.0,-1.0773,0.2000,,7714,12,7726,3.0751,0.00116430
2025-05-20T01:24:41.027989,23,783,MultiStep+Ex,6.0,5.0,-1.0763,0.2000,,7614,12,7626,3.0757,0.00114930
2025-05-20T01:24:41.028537,11,120,MultiStep+Ex,5.5,6.0,-0.5770,0.2000,,7686,12,7698,3.0770,0.00116010
2025-05-20T01:24:41.028775,101,266,MultiStep+Ex,4.5,4.0,-0.5746,0.2000,,7446,12,7458,2.5006,0.00112410
2025-05-20T01:24:41.028912,37,585,MultiStep+Ex,7.5,6.5,-1.0822,0.2000,,8210,12,8222,3.0764,0.00123870
2025-05-20T01:24:41.028991,20,517,MultiStep-NoEx,5.0,4.5,-0.5240,0.2000,,2390,12,2402,3.0769,0.00036570
2025-05-20T01:24:41.029753,103,3,MultiStep+Ex,5.5,4.0,-1.5759,0.2000,,7578,12,7590,2.3894,0.00114390
2025-05-20T01:24:41.030386,14,476,MultiStep+Ex,5.5,5.5,-0.0775,0.2000,,7734,12,7746,3.0787,0.00116730
2025-05-20T01:24:41.030891,94,694,MultiStep+Ex,8.0,7.0,-1.0789,0.2000,,7878,12,7890,3.0766,0.00118890
2025-05-20T01:24:41.037628,32,287,MultiStep-NoEx,7.0,6.0,-1.0253,0.2000,,2522,12,2534,3.0852,0.00038550
2025-05-20T01:24:41.057553,92,495,MultiStep+Ex,7.0,6.0,-1.0800,0.2000,,7986,12,7998,3.1042,0.00120510
2025-05-20T01:24:41.064908,109,174,MultiStep-NoEx,6.0,4.5,-1.5254,0.2000,,2530,12,2542,2.3294,0.00038670
2025-05-20T01:24:41.084772,36,164,MultiStep+Ex,7.0,6.0,-1.0763,0.2000,,7614,12,7626,3.1319,0.00114930
2025-05-20T01:24:41.084987,104,733,MultiStep-NoEx,8.0,6.5,-1.5306,0.2000,,3046,12,3058,2.4178,0.00046410
2025-05-20T01:24:41.095639,48,585,MultiStep-NoEx,7.5,5.5,-2.0295,0.2000,,2938,12,2950,3.1429,0.00044790
2025-05-20T01:24:41.097939,5,696,MultiStep+Ex,8.0,6.5,-1.5763,0.2000,,7622,12,7634,3.1466,0.00115050
2025-05-20T01:24:41.132142,73,435,MultiStep+Ex,5.0,3.0,-2.0772,0.2000,,7710,12,7722,3.1790,0.00116370
2025-05-20T01:24:41.203371,119,316,MultiStep-NoEx,4.0,3.0,-1.0252,0.2000,,2510,12,2522,2.4122,0.00038370
2025-05-20T01:24:41.213155,97,156,MultiStep-NoEx,6.0,5.0,-1.0283,0.2000,,2818,12,2830,3.2595,0.00042990
2025-05-20T01:24:41.253286,82,94,MultiStep-NoEx,5.5,4.5,-1.0231,0.2000,,2294,12,2306,3.2998,0.00035130
2025-05-20T01:24:41.272437,146,778,MultiStep-NoEx,6.0,4.0,-2.0216,0.2000,,2150,12,2162,2.2471,0.00032970
2025-05-20T01:24:41.286047,131,182,MultiStep-NoEx,6.0,5.0,-1.0358,0.2000,,3566,12,3578,2.3674,0.00054210
2025-05-20T01:24:41.312580,115,98,MultiStep-NoEx,7.0,6.0,-1.0237,0.2000,,2358,12,2370,2.5377,0.00036090
2025-05-20T01:24:41.340280,136,134,MultiStep-NoEx,5.0,3.0,-2.0241,0.2000,,2394,12,2406,2.4198,0.00036630
2025-05-20T01:24:41.344457,118,122,MultiStep-NoEx,7.5,6.0,-1.5246,0.2000,,2446,12,2458,2.5625,0.00037410
2025-05-20T01:24:41.345100,105,549,MultiStep+Ex,7.5,6.0,-1.5765,0.2000,,7638,12,7650,2.6433,0.00115290
2025-05-20T01:24:41.351715,127,580,MultiStep-NoEx,5.5,5.0,-0.5344,0.2000,,3430,12,3442,2.5345,0.00052170
2025-05-20T01:24:41.360131,173,221,SingleStep+Ex,6.0,5.5,-0.5243,0.2000,,2430,3,2433,0.5764,0.00036630
2025-05-20T01:24:41.375207,142,540,MultiStep+Ex,8.0,6.0,-2.0776,0.2000,,7746,12,7758,2.4175,0.00116910
2025-05-20T01:24:41.386721,111,21,MultiStep-NoEx,5.5,5.0,-0.5240,0.2000,,2390,12,2402,2.6339,0.00036570
2025-05-20T01:24:41.401851,126,543,MultiStep-NoEx,7.0,5.0,-2.0259,0.2000,,2574,12,2586,2.5862,0.00039330
2025-05-20T01:24:41.423405,106,406,MultiStep-NoEx,8.5,6.0,-2.5261,0.2000,,2602,12,2614,2.7043,0.00039750
2025-05-20T01:24:41.538667,125,296,MultiStep-NoEx,6.5,5.0,-1.5281,0.2000,,2802,12,2814,2.7254,0.00042750
2025-05-20T01:24:41.542028,138,506,MultiStep-NoEx,6.0,4.0,-2.0219,0.2000,,2178,12,2190,2.6210,0.00033390
2025-05-20T01:24:41.542424,169,416,SingleStep+Ex,7.5,5.0,-2.5273,0.2000,,2724,3,2727,0.8185,0.00041040
2025-05-20T01:24:41.542796,121,767,MultiStep-NoEx,6.0,4.0,-2.0249,0.2000,,2474,12,2486,2.7367,0.00037830
2025-05-20T01:24:41.543738,133,509,MultiStep-NoEx,6.0,5.0,-1.0272,0.2000,,2706,12,2718,2.6246,0.00041310
2025-05-20T01:24:41.544121,140,300,MultiStep-NoEx,7.0,6.5,-0.5266,0.2000,,2650,12,2662,2.6224,0.00040470
2025-05-20T01:24:41.544264,139,551,MultiStep+Ex,7.0,6.5,-0.5841,0.2000,,8402,12,8414,2.6229,0.00126750
2025-05-20T01:24:41.544933,130,171,MultiStep+Ex,7.0,6.5,-0.5781,0.2000,,7802,12,7814,2.6274,0.00117750
2025-05-20T01:24:41.546104,107,254,MultiStep-NoEx,6.5,5.0,-1.5266,0.2000,,2646,12,2658,2.8241,0.00040410
2025-05-20T01:24:41.548006,134,673,MultiStep-NoEx,8.0,6.5,-1.5261,0.2000,,2602,12,2614,2.6285,0.00039750
2025-05-20T01:24:41.548235,153,587,MultiStep-NoEx,7.5,6.0,-1.5241,0.2000,,2394,12,2406,2.0971,0.00036630
2025-05-20T01:24:41.560115,114,403,MultiStep+Ex,8.0,7.0,-1.0773,0.2000,,7714,12,7726,2.7863,0.00116430
2025-05-20T01:24:41.587485,129,636,MultiStep+Ex,6.5,6.0,-0.5786,0.2000,,7850,12,7862,2.6703,0.00118470
2025-05-20T01:24:41.599065,148,119,MultiStep-NoEx,6.0,5.0,-1.0240,0.2000,,2386,12,2398,2.5359,0.00036510
2025-05-20T01:24:41.608867,117,601,MultiStep-NoEx,8.5,6.0,-2.5247,0.2000,,2462,12,2474,2.8273,0.00037650
2025-05-20T01:24:41.613911,135,304,MultiStep-NoEx,6.0,5.5,-0.5267,0.2000,,2658,12,2670,2.6937,0.00040590
2025-05-20T01:24:41.621288,123,287,MultiStep+Ex,7.0,7.0,-0.0781,0.2000,,7794,12,7806,2.8110,0.00117630
2025-05-20T01:24:41.627586,137,225,MultiStep-NoEx,7.0,5.5,-1.5235,0.2000,,2338,12,2350,2.7068,0.00035790
2025-05-20T01:24:41.658803,110,228,MultiStep+Ex,7.0,6.0,-1.0782,0.2000,,7810,12,7822,2.9119,0.00117870
2025-05-20T01:24:41.665393,113,439,MultiStep+Ex,6.0,6.5,-0.5829,0.2000,,8282,12,8294,2.9098,0.00124950
2025-05-20T01:24:41.677543,143,373,MultiStep+Ex,7.5,6.0,-1.5779,0.2000,,7778,12,7790,2.7197,0.00117390
2025-05-20T01:24:41.687698,116,488,MultiStep+Ex,6.5,6.0,-0.5793,0.2000,,7922,12,7934,2.9106,0.00119550
2025-05-20T01:24:41.733976,149,143,MultiStep+Ex,7.0,6.0,-1.0803,0.2000,,8022,12,8034,2.6075,0.00121050
2025-05-20T01:24:41.753495,120,207,MultiStep+Ex,7.0,7.0,-0.0781,0.2000,,7802,12,7814,2.9595,0.00117750
2025-05-20T01:24:41.760172,141,334,MultiStep-NoEx,8.5,5.0,-3.5238,0.2000,,2370,12,2382,2.8380,0.00036270
2025-05-20T01:24:41.789182,185,347,SingleStep+Ex,7.5,6.0,-1.5238,0.2000,,2381,3,2384,0.8757,0.00035895
2025-05-20T01:24:41.789468,145,690,MultiStep+Ex,8.0,6.5,-1.5782,0.2000,,7810,12,7822,2.8049,0.00117870
2025-05-20T01:24:41.796220,195,423,SingleStep+Ex,7.0,5.0,-2.0240,0.2000,,2395,3,2398,0.7692,0.00036105
2025-05-20T01:24:41.806646,199,308,SingleStep+Ex,4.0,4.0,-0.0237,0.2000,,2362,3,2365,0.7772,0.00035610
2025-05-20T01:24:41.812085,150,410,MultiStep+Ex,6.5,5.5,-1.0802,0.2000,,8006,12,8018,2.6291,0.00120810
2025-05-20T01:24:41.820107,212,734,SingleStep+Ex,8.0,7.0,-1.0247,0.2000,,2467,3,2470,0.6878,0.00037185
2025-05-20T01:24:41.844131,147,518,MultiStep+Ex,6.5,4.5,-2.0792,0.2000,,7910,12,7922,2.7979,0.00119370
2025-05-20T01:24:41.909672,213,472,SingleStep-NoEx,5.0,4.0,-1.0094,0.2000,,933,3,936,0.7060,0.00014175
2025-05-20T01:24:41.924676,144,636,MultiStep+Ex,6.5,6.0,-0.5786,0.2000,,7850,12,7862,2.9477,0.00118470
2025-05-20T01:24:42.062805,223,386,SingleStep-NoEx,6.0,5.0,-1.0104,0.2000,,1035,3,1038,0.7026,0.00015705
2025-05-20T01:24:42.064411,155,260,MultiStep-NoEx,5.5,4.5,-1.0267,0.2000,,2658,12,2670,2.3670,0.00040590
2025-05-20T01:24:42.064811,219,60,SingleStep+Ex,7.0,5.0,-2.0241,0.2000,,2405,3,2408,0.7243,0.00036255
2025-05-20T01:24:42.075929,152,738,MultiStep+Ex,8.0,7.0,-1.0790,0.2000,,7886,12,7898,2.6254,0.00119010
2025-05-20T01:24:42.121615,233,668,SingleStep-NoEx,9.0,6.0,-3.0101,0.2000,,1005,3,1008,0.5774,0.00015255
2025-05-20T01:24:42.135715,228,659,SingleStep-NoEx,9.0,6.5,-2.5100,0.2000,,995,3,998,0.5961,0.00015105
2025-05-20T01:24:42.185069,239,204,SingleStep+Ex,7.0,6.0,-1.0237,0.2000,,2368,3,2371,0.6246,0.00035700
2025-05-20T01:24:42.326211,156,205,MultiStep-NoEx,5.5,4.5,-1.0235,0.2000,,2334,12,2346,2.6284,0.00035730
2025-05-20T01:24:42.423669,258,676,SingleStep-NoEx,8.0,6.0,-2.0091,0.2000,,910,3,913,0.6034,0.00013830
2025-05-20T01:24:42.426957,154,227,MultiStep+Ex,5.0,4.0,-1.0780,0.2000,,7790,12,7802,2.9505,0.00117570
2025-05-20T01:24:42.585372,267,528,SingleStep-NoEx,5.5,5.0,-0.5098,0.2000,,975,3,978,0.4494,0.00014805
2025-05-20T01:24:42.590856,260,46,SingleStep-NoEx,5.0,4.0,-1.0094,0.2000,,939,3,942,0.6810,0.00014265
2025-05-20T01:24:42.732734,157,132,MultiStep+Ex,5.5,5.0,-0.5780,0.2000,,7786,12,7798,2.7743,0.00117510
2025-05-20T01:24:42.898867,161,709,MultiStep+Ex,8.0,7.0,-1.0824,0.2000,,8230,12,8242,2.3695,0.00124170
2025-05-20T01:24:42.902859,158,208,MultiStep+Ex,6.5,6.0,-0.5777,0.2000,,7754,12,7766,2.7627,0.00117030
2025-05-20T01:24:42.937051,271,495,SingleStep+Ex,7.0,6.0,-1.0242,0.2000,,2421,3,2424,0.5100,0.00036495
2025-05-20T01:24:43.144815,165,182,MultiStep+Ex,6.0,4.5,-1.5885,0.2000,,8838,12,8850,2.5283,0.00133290
2025-05-20T01:24:43.177898,163,63,MultiStep+Ex,6.5,7.0,-0.5797,0.2000,,7958,12,7970,2.5670,0.00120090
2025-05-20T01:24:43.208875,181,177,MultiStep-NoEx,6.5,5.0,-1.5242,0.2000,,2406,12,2418,2.3259,0.00036810
2025-05-20T01:24:43.306278,193,335,MultiStep+Ex,5.5,5.0,-0.5767,0.2000,,7662,12,7674,2.2787,0.00115650
2025-05-20T01:24:43.330473,178,629,MultiStep+Ex,8.5,7.0,-1.5807,0.2000,,8062,12,8074,2.4742,0.00121650
2025-05-20T01:24:43.345297,167,201,MultiStep+Ex,6.5,6.0,-0.5804,0.2000,,8030,12,8042,2.6707,0.00121170
2025-05-20T01:24:43.364198,210,368,MultiStep+Ex,6.5,6.0,-0.5791,0.2000,,7894,12,7906,2.2683,0.00119130
2025-05-20T01:24:43.370057,170,324,MultiStep+Ex,8.5,7.0,-1.5781,0.2000,,7798,12,7810,2.6142,0.00117690
2025-05-20T01:24:43.379912,166,575,MultiStep+Ex,5.5,5.0,-0.5753,0.2000,,7514,12,7526,2.7148,0.00113430
2025-05-20T01:24:43.381730,192,752,MultiStep+Ex,7.0,4.0,-3.0758,0.2000,,7570,12,7582,2.3550,0.00114270
2025-05-20T01:24:43.391387,164,186,MultiStep+Ex,8.5,7.0,-1.5785,0.2000,,7834,12,7846,2.7793,0.00118230
2025-05-20T01:24:43.430612,174,748,MultiStep+Ex,7.0,5.0,-2.0829,0.2000,,8274,12,8286,2.6393,0.00124830
2025-05-20T01:24:43.435111,168,544,MultiStep+Ex,7.0,6.0,-1.0786,0.2000,,7846,12,7858,2.7526,0.00118410
2025-05-20T01:24:43.483182,272,432,SingleStep+Ex,6.0,6.0,-0.0236,0.2000,,2352,3,2355,0.8974,0.00035460
2025-05-20T01:24:43.489731,182,202,MultiStep+Ex,7.5,6.5,-1.0781,0.2000,,7802,12,7814,2.6063,0.00117750
2025-05-20T01:24:43.503602,175,22,MultiStep+Ex,7.5,7.0,-0.5759,0.2000,,7578,12,7590,2.7103,0.00114390
2025-05-20T01:24:43.507622,183,710,MultiStep+Ex,8.0,8.0,-0.0868,0.2000,,8670,12,8682,2.6173,0.00130770
2025-05-20T01:24:43.524934,162,44,MultiStep+Ex,5.0,4.0,-1.0763,0.2000,,7622,12,7634,2.9778,0.00115050
2025-05-20T01:24:43.532815,197,143,MultiStep+Ex,7.0,6.0,-1.0803,0.2000,,8022,12,8034,2.5036,0.00121050
2025-05-20T01:24:43.632761,209,377,MultiStep+Ex,7.5,6.5,-1.0767,0.2000,,7654,12,7666,2.5475,0.00115530
2025-05-20T01:24:43.632972,172,245,MultiStep+Ex,5.5,6.0,-0.5801,0.2000,,7994,12,8006,2.8538,0.00120630
2025-05-20T01:24:43.633656,180,475,MultiStep+Ex,6.5,6.0,-0.5774,0.2000,,7730,12,7742,2.7534,0.00116670
