Timestamp,EssayIndex,HumanScore,multi_ex_PredictedScore,multi_ex_err,multi_ex_PromptTokens,multi_ex_CompletionTokens,multi_ex_TotalTokens,multi_ex_Latency,multi_ex_EstimatedCost,multi_noex_PredictedScore,multi_noex_err,multi_noex_PromptTokens,multi_noex_CompletionTokens,multi_noex_TotalTokens,multi_noex_Latency,multi_noex_EstimatedCost,single_noex_PredictedScore,single_noex_err,single_noex_PromptTokens,single_noex_CompletionTokens,single_noex_TotalTokens,single_noex_Latency,single_noex_EstimatedCost,single_ex_PredictedScore,single_ex_err,single_ex_PromptTokens,single_ex_CompletionTokens,single_ex_TotalTokens,single_ex_Latency,single_ex_EstimatedCost,Essay_Agg_PromptTokens,Essay_Agg_CompletionTokens,Essay_Agg_TotalTokens,Essay_Agg_TotalLatency,Essay_Agg_EstimatedCost
2025-05-20T01:36:26.476445,96,8.0,7.0,1.0000,8242,16,8258,3.3411,0.00000000,6.5,1.5000,3064,16,3080,1.6877,0.00000000,6.5,1.5000,1093,4,1097,0.2985,0.00000000,6.5,1.5000,2459,4,2463,0.3861,0.00000000,14858,40,14898,5.7135,0.00000000
2025-05-20T01:36:26.478801,89,6.0,5.0,1.0000,7594,15,7609,2.1844,0.00000000,4.5,1.5000,2411,16,2427,2.7237,0.00000000,5.0,1.0000,930,4,934,0.2200,0.00000000,5.0,1.0000,2288,4,2292,0.5876,0.00000000,13223,39,13262,5.7157,0.00000000
2025-05-20T01:36:26.587113,79,7.0,6.0,1.0000,7629,16,7645,4.0094,0.00000000,5.5,1.5000,2452,16,2468,1.2561,0.00000000,6.0,1.0000,940,4,944,0.2278,0.00000000,6.0,1.0000,2306,4,2310,0.3276,0.00000000,13327,40,13367,5.8209,0.00000000
2025-05-20T01:36:26.591815,80,7.0,6.0,1.0000,7478,16,7494,2.2901,0.00000000,5.5,1.5000,2284,16,2300,2.6586,0.00000000,5.0,2.0000,891,3,894,0.3176,0.00000000,6.0,1.0000,2257,4,2261,0.5606,0.00000000,12910,39,12949,5.8268,0.00000000
2025-05-20T01:36:26.598177,19,8.0,7.0,1.0000,7966,16,7982,2.3298,0.00000000,6.0,2.0000,2776,16,2792,2.5795,0.00000000,6.0,2.0000,1021,4,1025,0.5501,0.00000000,6.0,2.0000,2387,4,2391,0.3770,0.00000000,14150,40,14190,5.8364,0.00000000
2025-05-20T01:36:26.615012,98,7.0,7.0,0.0000,7516,16,7532,2.3439,0.00000000,6.0,1.0000,2314,15,2329,1.8450,0.00000000,6.0,1.0000,909,4,913,0.3882,0.00000000,6.0,1.0000,2275,4,2279,1.2742,0.00000000,13014,39,13053,5.8514,0.00000000
2025-05-20T01:36:26.615113,42,7.0,5.0,2.0000,7438,16,7454,2.6756,0.00000000,5.0,2.0000,2248,16,2264,1.7964,0.00000000,6.0,1.0000,889,4,893,0.2518,0.00000000,6.0,1.0000,2255,4,2259,1.1289,0.00000000,12830,40,12870,5.8527,0.00000000
2025-05-20T01:36:26.724453,28,5.0,5.5,0.5000,7600,16,7616,2.5326,0.00000000,4.5,0.5000,2412,16,2428,2.4290,0.00000000,5.0,0.0000,930,4,934,0.4716,0.00000000,6.0,1.0000,2288,4,2292,0.5286,0.00000000,13230,40,13270,5.9618,0.00000000
2025-05-20T01:36:26.748057,0,6.5,7.0,0.5000,7508,16,7524,3.0481,0.00000000,6.0,0.5000,2320,16,2336,1.4814,0.00000000,6.0,0.5000,907,4,911,1.1006,0.00000000,6.0,0.5000,2273,4,2277,0.3570,0.00000000,13008,40,13048,5.9871,0.00000000
2025-05-20T01:36:26.812160,84,8.0,7.0,1.0000,8144,16,8160,3.2352,0.00000000,6.0,2.0000,2953,16,2969,1.3601,0.00000000,6.0,2.0000,1066,4,1070,0.5679,0.00000000,6.5,1.5000,2432,4,2436,0.8863,0.00000000,14595,40,14635,6.0496,0.00000000
2025-05-20T01:36:26.815373,7,6.5,4.5,2.0000,7658,16,7674,2.0890,0.00000000,3.5,3.0000,2468,16,2484,2.8802,0.00000000,5.0,1.5000,944,4,948,0.4611,0.00000000,5.0,1.5000,2310,4,2314,0.6234,0.00000000,13380,40,13420,6.0537,0.00000000
2025-05-20T01:36:26.832762,85,6.0,6.0,0.0000,7948,16,7964,2.6369,0.00000000,5.5,0.5000,2780,16,2796,2.5929,0.00000000,6.0,0.0000,1022,4,1026,0.5775,0.00000000,6.0,0.0000,2388,4,2392,0.2622,0.00000000,14138,40,14178,6.0695,0.00000000
2025-05-20T01:36:26.848150,26,7.0,5.0,2.0000,7474,16,7490,3.1438,0.00000000,5.0,2.0000,2296,16,2312,2.0867,0.00000000,5.5,1.5000,903,4,907,0.5145,0.00000000,6.0,1.0000,2267,4,2271,0.3414,0.00000000,12940,40,12980,6.0865,0.00000000
2025-05-20T01:36:26.860045,64,6.0,6.0,0.0000,7888,16,7904,2.8405,0.00000000,5.0,1.0000,2704,16,2720,2.5927,0.00000000,5.0,1.0000,1001,4,1005,0.4233,0.00000000,6.0,0.0000,2370,4,2374,0.2409,0.00000000,13963,40,14003,6.0974,0.00000000
2025-05-20T01:36:26.889832,17,9.0,7.0,2.0000,7634,16,7650,2.6804,0.00000000,6.5,2.5000,2458,16,2474,2.2277,0.00000000,6.5,2.5000,941,4,945,0.3669,0.00000000,6.5,2.5000,2307,4,2311,0.8512,0.00000000,13340,40,13380,6.1262,0.00000000
2025-05-20T01:36:26.901559,10,6.5,6.0,0.5000,7438,16,7454,2.8856,0.00000000,5.0,1.5000,2260,16,2276,2.5471,0.00000000,5.0,1.5000,892,4,896,0.4119,0.00000000,6.0,0.5000,2258,4,2262,0.2948,0.00000000,12848,40,12888,6.1395,0.00000000
2025-05-20T01:36:26.917483,86,6.0,6.0,0.0000,7970,16,7986,3.4008,0.00000000,5.5,0.5000,2777,16,2793,1.5388,0.00000000,6.0,0.0000,1022,4,1026,0.5633,0.00000000,6.0,0.0000,2388,4,2392,0.6520,0.00000000,14157,40,14197,6.1549,0.00000000
2025-05-20T01:36:27.038907,54,6.5,5.5,1.0000,8042,16,8058,2.1871,0.00000000,4.0,2.5000,2848,16,2864,2.9589,0.00000000,5.0,1.5000,1042,4,1046,0.5094,0.00000000,6.0,0.5000,2406,4,2410,0.6200,0.00000000,14338,40,14378,6.2754,0.00000000
2025-05-20T01:36:27.109691,27,5.5,7.0,1.5000,7667,16,7683,3.4665,0.00000000,5.5,0.0000,2487,16,2503,2.1994,0.00000000,6.0,0.5000,946,4,950,0.4592,0.00000000,6.0,0.5000,2315,4,2319,0.2218,0.00000000,13415,40,13455,6.3469,0.00000000
2025-05-20T01:36:27.127694,56,7.0,6.5,0.5000,8296,16,8312,3.3397,0.00000000,5.5,1.5000,3094,15,3109,1.5694,0.00000000,6.0,1.0000,1104,4,1108,0.4107,0.00000000,6.0,1.0000,2470,4,2474,1.0458,0.00000000,14964,39,15003,6.3657,0.00000000
2025-05-20T01:36:27.128849,32,3.5,3.5,0.0000,6908,16,6924,3.8610,0.00000000,4.0,0.5000,1720,16,1736,1.8000,0.00000000,4.0,0.5000,759,4,763,0.4496,0.00000000,5.0,1.5000,2123,4,2127,0.2561,0.00000000,11510,40,11550,6.3666,0.00000000
2025-05-20T01:36:27.137494,6,6.0,6.0,0.0000,7472,16,7488,2.6190,0.00000000,5.0,1.0000,2284,16,2300,2.6033,0.00000000,5.5,0.5000,898,4,902,0.7335,0.00000000,6.0,0.0000,2256,4,2260,0.4204,0.00000000,12910,40,12950,6.3763,0.00000000
2025-05-20T01:36:27.244425,33,5.0,5.0,0.0000,7536,16,7552,3.1554,0.00000000,5.0,0.0000,2348,16,2364,1.8236,0.00000000,5.0,0.0000,914,4,918,1.0731,0.00000000,5.0,0.0000,2280,4,2284,0.4297,0.00000000,13078,40,13118,6.4819,0.00000000
2025-05-20T01:36:27.279118,71,6.0,5.0,1.0000,7525,15,7540,2.5616,0.00000000,5.0,1.0000,2340,16,2356,3.0224,0.00000000,5.0,1.0000,912,4,916,0.5908,0.00000000,5.0,1.0000,2278,4,2282,0.3408,0.00000000,13055,39,13094,6.5156,0.00000000
2025-05-20T01:36:27.283874,61,4.5,5.0,0.5000,7642,16,7658,2.5459,0.00000000,4.0,0.5000,2452,16,2468,3.2284,0.00000000,5.0,0.5000,942,4,946,0.3273,0.00000000,6.0,1.5000,2306,4,2310,0.4199,0.00000000,13342,40,13382,6.5215,0.00000000
2025-05-20T01:36:27.311930,36,7.0,6.0,1.0000,7528,16,7544,2.5558,0.00000000,4.5,2.5000,2335,16,2351,3.4776,0.00000000,5.0,2.0000,912,4,916,0.2251,0.00000000,6.0,1.0000,2278,4,2282,0.2910,0.00000000,13053,40,13093,6.5496,0.00000000
2025-05-20T01:36:27.397717,9,8.5,7.0,1.5000,7674,16,7690,3.3407,0.00000000,6.5,2.0000,2486,15,2501,1.9908,0.00000000,6.0,2.5000,951,4,955,0.6450,0.00000000,6.5,2.0000,2317,4,2321,0.6597,0.00000000,13428,39,13467,6.6361,0.00000000
2025-05-20T01:36:27.410738,5,5.5,6.0,0.5000,7616,16,7632,2.5126,0.00000000,5.0,0.5000,2428,16,2444,3.4627,0.00000000,6.0,0.5000,934,4,938,0.3558,0.00000000,6.0,0.5000,2300,4,2304,0.3179,0.00000000,13278,40,13318,6.6489,0.00000000
2025-05-20T01:36:27.410968,62,4.5,4.0,0.5000,7688,16,7704,3.4434,0.00000000,3.5,1.0000,2483,15,2498,1.8268,0.00000000,5.0,0.5000,952,4,956,0.6902,0.00000000,5.0,0.5000,2318,4,2322,0.6878,0.00000000,13441,39,13480,6.6482,0.00000000
2025-05-20T01:36:27.552536,40,8.0,6.0,2.0000,7812,16,7828,2.3467,0.00000000,5.5,2.5000,2632,16,2648,2.8710,0.00000000,6.0,2.0000,985,4,989,0.3355,0.00000000,6.0,2.0000,2351,4,2355,1.2373,0.00000000,13780,40,13820,6.7905,0.00000000
2025-05-20T01:36:27.614777,30,6.0,6.0,0.0000,7490,15,7505,4.4596,0.00000000,5.0,1.0000,2301,16,2317,1.6388,0.00000000,5.0,1.0000,903,4,907,0.3884,0.00000000,6.0,0.0000,2269,4,2273,0.3660,0.00000000,12963,39,13002,6.8528,0.00000000
2025-05-20T01:36:27.768025,90,6.0,6.0,0.0000,8106,16,8122,2.4008,0.00000000,5.0,1.0000,2912,16,2928,3.2341,0.00000000,6.0,0.0000,1055,4,1059,0.3234,0.00000000,6.0,0.0000,2421,4,2425,1.0460,0.00000000,14494,40,14534,7.0043,0.00000000
2025-05-20T01:36:27.772462,20,5.5,5.5,0.0000,7540,16,7556,2.6045,0.00000000,5.0,0.5000,2374,16,2390,2.6629,0.00000000,6.0,0.5000,920,4,924,0.3421,0.00000000,6.0,0.5000,2286,4,2290,1.4005,0.00000000,13120,40,13160,7.0099,0.00000000
2025-05-20T01:36:27.773715,14,7.0,6.0,1.0000,7614,16,7630,3.3412,0.00000000,5.5,1.5000,2420,16,2436,2.9774,0.00000000,6.0,1.0000,933,4,937,0.2615,0.00000000,6.0,1.0000,2301,4,2305,0.4317,0.00000000,13268,40,13308,7.0117,0.00000000
2025-05-20T01:36:27.773965,24,9.0,6.5,2.5000,7808,16,7824,2.1557,0.00000000,6.0,3.0000,2622,16,2638,4.1882,0.00000000,6.0,3.0000,975,4,979,0.3768,0.00000000,6.0,3.0000,2348,4,2352,0.2912,0.00000000,13753,40,13793,7.0118,0.00000000
2025-05-20T01:36:27.774756,23,6.5,6.5,0.0000,7612,16,7628,3.6012,0.00000000,6.0,0.5000,2421,16,2437,1.9889,0.00000000,6.0,0.5000,933,4,937,0.2614,0.00000000,6.0,0.5000,2299,4,2303,1.1609,0.00000000,13265,40,13305,7.0124,0.00000000
2025-05-20T01:36:27.775558,63,6.5,7.0,0.5000,7830,16,7846,4.1201,0.00000000,6.0,0.5000,2642,16,2658,1.5340,0.00000000,6.0,0.5000,987,4,991,0.3436,0.00000000,6.0,0.5000,2353,4,2357,1.0156,0.00000000,13812,40,13852,7.0134,0.00000000
2025-05-20T01:36:27.833384,77,6.5,6.5,0.0000,7584,16,7600,4.0544,0.00000000,5.5,1.0000,2395,16,2411,2.1009,0.00000000,6.0,0.5000,923,4,927,0.3848,0.00000000,6.0,0.5000,2294,4,2298,0.5308,0.00000000,13196,40,13236,7.0709,0.00000000
2025-05-20T01:36:27.833653,47,7.5,7.0,0.5000,7648,15,7663,2.6589,0.00000000,6.0,1.5000,2461,16,2477,1.7381,0.00000000,6.0,1.5000,943,4,947,2.1632,0.00000000,6.0,1.5000,2311,4,2315,0.5109,0.00000000,13363,39,13402,7.0711,0.00000000
2025-05-20T01:36:27.912711,49,6.5,6.0,0.5000,7520,15,7535,2.5621,0.00000000,5.0,1.5000,2336,15,2351,3.9182,0.00000000,5.0,1.5000,911,4,915,0.4037,0.00000000,6.0,0.5000,2280,4,2284,0.2660,0.00000000,13047,38,13085,7.1500,0.00000000
2025-05-20T01:36:28.069703,3,5.5,6.0,0.5000,7428,16,7444,3.3426,0.00000000,5.0,0.5000,2242,16,2258,3.2027,0.00000000,5.0,0.5000,887,4,891,0.2664,0.00000000,6.0,0.5000,2245,4,2249,0.4969,0.00000000,12802,40,12842,7.3086,0.00000000
2025-05-20T01:36:28.108613,70,5.5,4.0,1.5000,7252,16,7268,2.9444,0.00000000,4.0,1.5000,2066,16,2082,3.1552,0.00000000,5.0,0.5000,843,4,847,0.9028,0.00000000,5.0,0.5000,2211,3,2214,0.3414,0.00000000,12372,39,12411,7.3438,0.00000000
2025-05-20T01:36:28.158265,67,6.0,6.0,0.0000,7724,16,7740,2.8819,0.00000000,5.5,0.5000,2544,16,2560,3.0786,0.00000000,6.0,0.0000,963,4,967,0.7876,0.00000000,6.0,0.0000,2331,4,2335,0.6472,0.00000000,13562,40,13602,7.3953,0.00000000
2025-05-20T01:36:28.299041,50,7.5,7.0,0.5000,7891,16,7907,3.1552,0.00000000,6.0,1.5000,2709,16,2725,3.2277,0.00000000,6.0,1.5000,1005,4,1009,0.6310,0.00000000,6.0,1.5000,2363,4,2367,0.5228,0.00000000,13968,40,14008,7.5368,0.00000000
2025-05-20T01:36:28.299304,95,7.5,6.0,1.5000,7800,16,7816,1.7631,0.00000000,5.0,2.5000,2612,16,2628,5.1214,0.00000000,5.0,2.5000,976,3,979,0.3423,0.00000000,6.0,1.5000,2346,4,2350,0.3099,0.00000000,13734,39,13773,7.5367,0.00000000
2025-05-20T01:36:28.299616,53,6.0,5.0,1.0000,7390,16,7406,2.5494,0.00000000,4.0,2.0000,2209,16,2225,3.9329,0.00000000,5.0,1.0000,880,4,884,0.4124,0.00000000,6.0,0.0000,2248,4,2252,0.6430,0.00000000,12727,40,12767,7.5376,0.00000000
2025-05-20T01:36:28.300200,83,6.5,6.5,0.0000,7632,16,7648,4.2635,0.00000000,5.5,1.0000,2441,16,2457,1.7828,0.00000000,6.0,0.5000,938,4,942,1.2058,0.00000000,6.0,0.5000,2304,4,2308,0.2854,0.00000000,13315,40,13355,7.5376,0.00000000
2025-05-20T01:36:28.309696,12,7.0,6.0,1.0000,7788,16,7804,2.8293,0.00000000,5.5,1.5000,2602,16,2618,3.8116,0.00000000,6.0,1.0000,974,4,978,0.4476,0.00000000,6.0,1.0000,2345,4,2349,0.4582,0.00000000,13709,40,13749,7.5468,0.00000000
2025-05-20T01:36:28.322547,48,5.5,6.0,0.5000,7651,16,7667,2.5359,0.00000000,6.0,0.5000,2472,16,2488,4.0674,0.00000000,6.0,0.5000,945,4,949,0.5245,0.00000000,6.0,0.5000,2313,4,2317,0.4322,0.00000000,13381,40,13421,7.5600,0.00000000
2025-05-20T01:36:28.322698,76,7.5,7.0,0.5000,7793,16,7809,2.8917,0.00000000,6.5,1.0000,2614,16,2630,3.7464,0.00000000,6.0,1.5000,980,4,984,0.3918,0.00000000,6.0,1.5000,2346,4,2350,0.5303,0.00000000,13733,40,13773,7.5602,0.00000000
2025-05-20T01:36:28.332380,37,7.0,6.0,1.0000,7520,16,7536,2.9101,0.00000000,4.5,2.5000,2342,16,2358,3.3262,0.00000000,5.0,2.0000,912,4,916,0.7775,0.00000000,6.0,1.0000,2280,4,2284,0.5565,0.00000000,13054,40,13094,7.5702,0.00000000
2025-05-20T01:36:28.332772,57,6.0,6.5,0.5000,8090,16,8106,2.4410,0.00000000,6.0,0.0000,2900,16,2916,3.1330,0.00000000,6.0,0.0000,1052,4,1056,1.6939,0.00000000,6.0,0.0000,2418,4,2422,0.3025,0.00000000,14460,40,14500,7.5704,0.00000000
2025-05-20T01:36:28.385669,21,5.5,6.0,0.5000,7562,16,7578,4.2536,0.00000000,5.0,0.5000,2376,16,2392,1.7055,0.00000000,6.0,0.5000,920,4,924,1.3269,0.00000000,6.0,0.5000,2286,4,2290,0.3377,0.00000000,13144,40,13184,7.6237,0.00000000
2025-05-20T01:36:28.414902,59,6.5,6.5,0.0000,7848,16,7864,2.4821,0.00000000,6.0,0.5000,2660,16,2676,3.6375,0.00000000,6.0,0.5000,992,4,996,0.3638,0.00000000,6.0,0.5000,2358,4,2362,1.1693,0.00000000,13858,40,13898,7.6527,0.00000000
2025-05-20T01:36:28.452169,51,8.5,6.5,2.0000,7906,16,7922,2.5938,0.00000000,5.5,3.0000,2715,16,2731,3.7587,0.00000000,6.0,2.5000,1006,4,1010,0.2574,0.00000000,6.0,2.5000,2372,4,2376,1.0790,0.00000000,13999,40,14039,7.6889,0.00000000
2025-05-20T01:36:28.498147,75,7.5,6.0,1.5000,7548,16,7564,4.3808,0.00000000,6.0,1.5000,2362,16,2378,2.5124,0.00000000,6.0,1.5000,914,4,918,0.4773,0.00000000,6.0,1.5000,2283,4,2287,0.3645,0.00000000,13107,40,13147,7.7350,0.00000000
2025-05-20T01:36:28.506164,55,7.0,6.5,0.5000,8285,16,8301,3.1464,0.00000000,6.0,1.0000,3108,16,3124,2.9275,0.00000000,6.0,1.0000,1104,4,1108,1.1766,0.00000000,6.0,1.0000,2470,4,2474,0.4929,0.00000000,14967,40,15007,7.7435,0.00000000
2025-05-20T01:36:28.620414,45,7.5,7.0,0.5000,7764,16,7780,2.3202,0.00000000,6.5,1.0000,2576,16,2592,2.8997,0.00000000,6.5,1.0000,971,4,975,0.8278,0.00000000,6.0,1.5000,2337,4,2341,1.8100,0.00000000,13648,40,13688,7.8578,0.00000000
2025-05-20T01:36:28.813143,15,8.0,6.5,1.5000,7492,16,7508,2.8946,0.00000000,6.0,2.0000,2301,16,2317,4.4039,0.00000000,6.0,2.0000,903,4,907,0.3229,0.00000000,6.0,2.0000,2269,4,2273,0.4278,0.00000000,12965,40,13005,8.0492,0.00000000
2025-05-20T01:36:28.815212,68,7.0,6.5,0.5000,7820,16,7836,3.8649,0.00000000,6.0,1.0000,2640,16,2656,2.6201,0.00000000,6.0,1.0000,987,4,991,1.2089,0.00000000,6.0,1.0000,2353,4,2357,0.3577,0.00000000,13800,40,13840,8.0516,0.00000000
2025-05-20T01:36:28.896294,25,6.0,5.5,0.5000,7800,16,7816,2.9854,0.00000000,5.0,1.0000,2612,16,2628,3.6015,0.00000000,5.5,0.5000,980,4,984,1.0659,0.00000000,6.0,0.0000,2346,4,2350,0.4816,0.00000000,13738,40,13778,8.1344,0.00000000
2025-05-20T01:36:29.105542,66,5.0,5.5,0.5000,7596,16,7612,3.0779,0.00000000,4.5,0.5000,2408,16,2424,3.2960,0.00000000,5.0,0.0000,929,4,933,1.1638,0.00000000,6.0,1.0000,2287,4,2291,0.8048,0.00000000,13220,40,13260,8.3425,0.00000000
2025-05-20T01:36:29.108547,38,5.0,4.5,0.5000,7542,16,7558,4.0879,0.00000000,4.0,1.0000,2366,16,2382,1.9607,0.00000000,5.0,0.0000,918,4,922,0.4941,0.00000000,5.0,0.0000,2284,4,2288,1.8029,0.00000000,13110,40,13150,8.3455,0.00000000
2025-05-20T01:36:29.242111,82,5.5,6.0,0.5000,7605,15,7620,2.8047,0.00000000,5.0,0.5000,2416,16,2432,3.2032,0.00000000,5.5,0.0000,931,4,935,0.9982,0.00000000,6.0,0.5000,2297,4,2301,1.4663,0.00000000,13249,39,13288,8.4723,0.00000000
2025-05-20T01:36:29.394582,97,7.0,7.0,0.0000,7960,16,7976,3.9141,0.00000000,6.0,1.0000,2780,16,2796,2.7966,0.00000000,6.0,1.0000,1022,4,1026,0.3790,0.00000000,6.0,1.0000,2388,4,2392,1.5417,0.00000000,14150,40,14190,8.6314,0.00000000
2025-05-20T01:36:29.400971,44,5.0,5.0,0.0000,7493,16,7509,2.5427,0.00000000,4.0,1.0000,2316,16,2332,3.5021,0.00000000,5.0,0.0000,906,4,910,1.2075,0.00000000,5.5,0.5000,2272,4,2276,1.3863,0.00000000,12987,40,13027,8.6386,0.00000000
2025-05-20T01:36:29.417642,78,7.0,6.0,1.0000,7640,16,7656,3.3735,0.00000000,5.5,1.5000,2454,16,2470,2.9008,0.00000000,6.0,1.0000,940,4,944,1.2627,0.00000000,6.0,1.0000,2306,4,2310,1.1178,0.00000000,13340,40,13380,8.6548,0.00000000
2025-05-20T01:36:29.419940,16,5.0,5.5,0.5000,7524,16,7540,4.4439,0.00000000,4.5,0.5000,2336,16,2352,1.6959,0.00000000,5.0,0.0000,911,4,915,1.1474,0.00000000,6.0,1.0000,2277,4,2281,1.3681,0.00000000,13048,40,13088,8.6552,0.00000000
2025-05-20T01:36:29.488072,13,7.0,6.0,1.0000,7780,16,7796,3.1850,0.00000000,5.0,2.0000,2597,16,2613,3.8450,0.00000000,6.0,1.0000,977,4,981,1.2270,0.00000000,6.0,1.0000,2343,4,2347,0.4689,0.00000000,13697,40,13737,8.7259,0.00000000
2025-05-20T01:36:29.493342,43,7.0,7.0,0.0000,7584,15,7599,2.9038,0.00000000,6.0,1.0000,2396,16,2412,4.1085,0.00000000,6.0,1.0000,926,4,930,1.2420,0.00000000,6.0,1.0000,2294,4,2298,0.4769,0.00000000,13200,39,13239,8.7312,0.00000000
2025-05-20T01:36:29.512051,74,7.5,7.0,0.5000,7568,16,7584,3.3400,0.00000000,6.0,1.5000,2380,16,2396,4.3200,0.00000000,6.0,1.5000,919,4,923,0.4566,0.00000000,6.5,1.0000,2280,4,2284,0.6326,0.00000000,13147,40,13187,8.7492,0.00000000
