Timestamp,Step,EssayIndex,ChosenRecipe,HumanScore,PredictedScore,Reward,Epsilon,ErrorMessage,PromptTokens,CompletionTokens,TotalTokens,Latency,EstimatedCost
2025-05-20T01:24:01.829968,49,247,SingleStep+Ex,7.0,5.5,-1.5189,0.2000,,1891,3,1894,1.0042,0.00028545
2025-05-20T01:24:01.844848,28,608,SingleStep+Ex,6.0,5.0,-1.0213,0.2000,,2132,3,2135,1.0194,0.00032160
2025-05-20T01:24:01.867225,68,306,SingleStep-NoEx,6.5,5.5,-1.0056,0.2000,,555,3,558,1.0413,0.00008505
2025-05-20T01:24:01.869040,40,751,SingleStep-NoEx,7.0,4.5,-2.5042,0.2000,,421,3,424,1.0434,0.00006495
2025-05-20T01:24:01.880162,12,147,SingleStep-NoEx,7.0,6.0,-1.0056,0.2000,,555,3,558,1.0549,0.00008505
2025-05-20T01:24:01.900428,48,712,SingleStep-NoEx,8.0,7.0,-1.0064,0.2000,,636,3,639,1.0747,0.00009720
2025-05-20T01:24:01.903416,66,487,SingleStep-NoEx,6.5,5.5,-1.0058,0.2000,,582,3,585,1.0774,0.00008910
2025-05-20T01:24:01.907162,82,352,SingleStep-NoEx,6.0,5.0,-1.0051,0.2000,,506,3,509,1.0811,0.00007770
2025-05-20T01:24:01.918810,77,173,SingleStep-NoEx,6.0,5.0,-1.0055,0.2000,,551,3,554,1.0928,0.00008445
2025-05-20T01:24:01.919270,64,684,SingleStep-NoEx,8.0,7.0,-1.0055,0.2000,,547,3,550,1.0934,0.00008385
2025-05-20T01:24:01.925089,51,769,SingleStep+Ex,6.0,6.0,-0.0188,0.2000,,1878,3,1881,1.0993,0.00028350
2025-05-20T01:24:01.928901,47,211,SingleStep-NoEx,7.5,6.0,-1.5060,0.2000,,594,3,597,1.1032,0.00009090
2025-05-20T01:24:01.929252,63,276,SingleStep-NoEx,7.5,4.0,-3.5057,0.2000,,572,3,575,1.1034,0.00008760
2025-05-20T01:24:01.931848,62,557,SingleStep-NoEx,7.5,5.0,-2.5053,0.2000,,532,3,535,1.1060,0.00008160
2025-05-20T01:24:01.934240,67,763,SingleStep-NoEx,6.0,5.0,-1.0046,0.2000,,458,3,461,1.1083,0.00007050
2025-05-20T01:24:01.934379,55,710,SingleStep-NoEx,8.0,7.0,-1.0077,0.2000,,769,3,772,1.1086,0.00011715
2025-05-20T01:24:01.939537,71,497,SingleStep+Ex,7.0,6.0,-1.0192,0.2000,,1913,3,1916,1.1136,0.00028875
2025-05-20T01:24:01.942294,89,484,SingleStep+Ex,6.0,6.0,-0.0189,0.2000,,1890,3,1893,1.1161,0.00028530
2025-05-20T01:24:01.944449,92,155,SingleStep-NoEx,4.5,3.0,-1.5050,0.2000,,497,3,500,1.1182,0.00007635
2025-05-20T01:24:01.957108,76,196,SingleStep+Ex,7.0,6.0,-1.0193,0.2000,,1926,3,1929,1.1311,0.00029070
2025-05-20T01:24:01.965096,46,302,SingleStep-NoEx,5.5,4.5,-1.0048,0.2000,,479,3,482,1.1394,0.00007365
2025-05-20T01:24:01.965362,83,142,SingleStep+Ex,7.0,6.0,-1.0192,0.2000,,1915,3,1918,1.1392,0.00028905
2025-05-20T01:24:01.978025,87,199,SingleStep-NoEx,7.5,6.0,-1.5055,0.2000,,544,3,547,1.1519,0.00008340
2025-05-20T01:24:01.988302,97,296,SingleStep+Ex,6.5,6.0,-0.5199,0.2000,,1990,3,1993,1.1620,0.00030030
2025-05-20T01:24:02.025590,75,305,SingleStep-NoEx,8.5,6.0,-2.5060,0.2000,,599,3,602,1.1995,0.00009165
2025-05-20T01:24:02.034217,91,40,SingleStep+Ex,8.0,6.5,-1.5196,0.2000,,1954,3,1957,1.2080,0.00029490
2025-05-20T01:24:02.215303,65,566,SingleStep+Ex,7.0,5.0,-2.0194,0.2000,,1940,3,1943,1.3894,0.00029280
2025-05-20T01:24:02.224956,11,103,SingleStep+Ex,7.0,6.0,-1.0192,0.2000,,1917,3,1920,1.3997,0.00028935
2025-05-20T01:24:02.228295,2,468,SingleStep+Ex,7.0,6.5,-0.5201,0.2000,,2005,3,2008,1.4034,0.00030255
2025-05-20T01:24:02.334213,22,375,SingleStep+Ex,8.0,6.5,-1.5192,0.2000,,1912,3,1915,1.5088,0.00028860
2025-05-20T01:24:02.380018,31,232,SingleStep+Ex,6.5,5.0,-1.5187,0.2000,,1867,3,1870,1.5545,0.00028185
2025-05-20T01:24:02.406480,117,544,SingleStep+Ex,7.0,5.5,-1.5194,0.2000,,1933,3,1936,0.6249,0.00029175
2025-05-20T01:24:02.422635,33,654,SingleStep+Ex,9.0,7.0,-2.0194,0.2000,,1936,3,1939,1.5971,0.00029220
2025-05-20T01:24:02.460851,59,182,SingleStep-NoEx,6.0,5.0,-1.0081,0.2000,,811,3,814,1.6350,0.00012345
2025-05-20T01:24:02.510735,122,462,SingleStep+Ex,5.5,5.0,-0.5191,0.2000,,1907,3,1910,0.6658,0.00028785
2025-05-20T01:24:02.535900,134,448,SingleStep-NoEx,6.5,5.0,-1.5063,0.2000,,626,3,629,0.6039,0.00009570
2025-05-20T01:24:03.273797,23,579,MultiStep+Ex,5.5,6.0,-0.5712,0.2000,,7103,12,7115,2.4481,0.00107265
2025-05-20T01:24:03.346127,93,638,MultiStep+Ex,6.5,6.0,-0.5766,0.2000,,7651,12,7663,2.5196,0.00115485
2025-05-20T01:24:03.388279,17,544,MultiStep-NoEx,7.0,5.0,-2.0216,0.2000,,2151,12,2163,2.5627,0.00032985
2025-05-20T01:24:03.541467,84,279,MultiStep-NoEx,8.0,6.0,-2.0215,0.2000,,2135,12,2147,2.7150,0.00032745
2025-05-20T01:24:03.587468,52,522,MultiStep-NoEx,7.0,5.0,-2.0202,0.2000,,2011,12,2023,2.7615,0.00030885
2025-05-20T01:24:03.630411,32,209,MultiStep-NoEx,6.5,5.5,-1.0210,0.2000,,2083,12,2095,2.8046,0.00031965
2025-05-20T01:24:03.642480,72,309,MultiStep+Ex,4.0,4.0,-0.0729,0.2000,,7279,12,7291,2.8163,0.00109905
2025-05-20T01:24:03.665979,56,239,MultiStep-NoEx,8.0,6.5,-1.5273,0.2000,,2715,12,2727,2.8390,0.00041445
2025-05-20T01:24:03.673885,26,496,MultiStep-NoEx,7.0,5.5,-1.5208,0.2000,,2071,12,2083,2.8482,0.00031785
2025-05-20T01:24:03.676942,85,270,MultiStep+Ex,6.0,6.0,-0.0725,0.2000,,7235,12,7247,2.8506,0.00109245
2025-05-20T01:24:03.684613,6,124,MultiStep-NoEx,3.0,2.5,-0.5203,0.2000,,2015,12,2027,2.8587,0.00030945
2025-05-20T01:24:03.786466,54,53,MultiStep-NoEx,6.0,4.0,-2.0185,0.2000,,1839,12,1851,2.9605,0.00028305
2025-05-20T01:24:03.789463,34,553,MultiStep+Ex,6.0,7.0,-1.0792,0.2000,,7907,12,7919,2.9637,0.00119325
2025-05-20T01:24:03.805955,39,566,MultiStep-NoEx,7.0,4.5,-2.5219,0.2000,,2179,12,2191,2.9791,0.00033405
2025-05-20T01:24:03.852189,73,520,MultiStep-NoEx,4.5,4.5,-0.0228,0.2000,,2263,12,2275,3.0258,0.00034665
2025-05-20T01:24:03.854434,36,652,MultiStep-NoEx,9.0,7.0,-2.0241,0.2000,,2395,12,2407,3.0283,0.00036645
2025-05-20T01:24:03.864851,10,204,MultiStep-NoEx,7.0,5.0,-2.0209,0.2000,,2079,12,2091,3.0390,0.00031905
2025-05-20T01:24:03.864997,96,668,MultiStep-NoEx,9.0,6.0,-3.0219,0.2000,,2183,12,2195,3.0385,0.00033465
2025-05-20T01:24:03.868163,90,194,MultiStep-NoEx,6.5,5.0,-1.5180,0.2000,,1791,12,1803,3.0415,0.00027585
2025-05-20T01:24:03.882161,24,726,MultiStep+Ex,8.0,7.5,-0.5764,0.2000,,7627,12,7639,3.0566,0.00115125
2025-05-20T01:24:03.899438,1,137,MultiStep-NoEx,5.0,5.0,-0.0219,0.2000,,2179,12,2191,3.0744,0.00033405
2025-05-20T01:24:03.931890,70,646,MultiStep-NoEx,9.0,7.0,-2.0222,0.2000,,2211,12,2223,3.1038,0.00033885
2025-05-20T01:24:03.933172,116,81,MultiStep-NoEx,6.5,6.0,-0.5226,0.2000,,2247,12,2259,2.1771,0.00034425
2025-05-20T01:24:03.933845,104,512,MultiStep-NoEx,5.5,4.5,-1.0208,0.2000,,2063,12,2075,2.3707,0.00031665
2025-05-20T01:24:03.950500,8,204,MultiStep+Ex,7.0,6.0,-1.0732,0.2000,,7303,12,7315,3.1251,0.00110265
2025-05-20T01:24:03.955289,60,267,MultiStep+Ex,6.5,6.0,-0.5747,0.2000,,7459,12,7471,3.1293,0.00112605
2025-05-20T01:24:03.956512,57,792,MultiStep+Ex,5.0,3.0,-2.0742,0.2000,,7411,12,7423,3.1305,0.00111885
2025-05-20T01:24:03.959483,79,233,MultiStep+Ex,6.5,6.0,-0.5733,0.2000,,7315,12,7327,3.1330,0.00110445
2025-05-20T01:24:03.962144,37,397,MultiStep+Ex,5.5,6.0,-0.5702,0.2000,,7007,12,7019,3.1362,0.00105825
2025-05-20T01:24:03.966505,100,97,MultiStep+Ex,7.0,6.5,-0.5759,0.2000,,7583,12,7595,3.1387,0.00114465
2025-05-20T01:24:03.979046,45,352,MultiStep+Ex,6.0,5.5,-0.5716,0.2000,,7147,12,7159,3.1528,0.00107925
2025-05-20T01:24:04.000182,107,435,MultiStep-NoEx,5.0,2.5,-2.5203,0.2000,,2015,12,2027,2.3104,0.00030945
2025-05-20T01:24:04.014741,20,24,MultiStep+Ex,9.0,6.5,-2.5747,0.2000,,7455,12,7467,3.1892,0.00112545
2025-05-20T01:24:04.030570,18,459,MultiStep+Ex,8.0,6.0,-2.0741,0.2000,,7403,12,7415,3.2050,0.00111765
2025-05-20T01:24:04.034785,19,68,MultiStep+Ex,7.0,7.0,-0.0746,0.2000,,7451,12,7463,3.2092,0.00112485
2025-05-20T01:24:04.039140,88,753,MultiStep-NoEx,7.0,3.0,-4.0193,0.2000,,1915,12,1927,3.2127,0.00029445
2025-05-20T01:24:04.040963,119,190,MultiStep-NoEx,7.0,6.0,-1.0195,0.2000,,1943,12,1955,2.2480,0.00029865
2025-05-20T01:24:04.041097,14,307,MultiStep-NoEx,7.5,6.0,-1.5239,0.2000,,2379,12,2391,3.2157,0.00036405
2025-05-20T01:24:04.042498,5,187,MultiStep-NoEx,5.5,6.0,-0.5219,0.2000,,2179,12,2191,3.2173,0.00033405
2025-05-20T01:24:04.043754,80,509,MultiStep-NoEx,6.0,5.5,-0.5230,0.2000,,2283,12,2295,3.2175,0.00034965
2025-05-20T01:24:04.064764,114,749,MultiStep-NoEx,7.0,6.0,-1.0202,0.2000,,2003,12,2015,2.3226,0.00030765
2025-05-20T01:24:04.073856,3,171,MultiStep+Ex,7.0,7.0,-0.0734,0.2000,,7331,12,7343,3.2487,0.00110685
2025-05-20T01:24:04.090622,29,324,MultiStep-NoEx,8.5,6.0,-2.5212,0.2000,,2103,12,2115,3.2649,0.00032265
2025-05-20T01:24:04.099225,35,373,MultiStep-NoEx,7.5,5.5,-2.0210,0.2000,,2083,12,2095,3.2734,0.00031965
2025-05-20T01:24:04.101003,21,193,MultiStep+Ex,7.5,6.5,-1.0780,0.2000,,7791,12,7803,3.2751,0.00117585
2025-05-20T01:24:04.104119,124,186,MultiStep+Ex,8.5,7.0,-1.5737,0.2000,,7363,12,7375,2.2346,0.00111165
2025-05-20T01:24:04.136641,103,254,MultiStep-NoEx,6.5,5.5,-1.0224,0.2000,,2223,12,2235,2.5776,0.00034065
2025-05-20T01:24:04.141991,160,710,SingleStep+Ex,8.0,8.0,-0.0214,0.2000,,2139,3,2142,0.6003,0.00032265
2025-05-20T01:24:04.166375,113,267,MultiStep-NoEx,6.5,5.0,-1.5225,0.2000,,2235,12,2247,2.4717,0.00034245
2025-05-20T01:24:04.175743,115,413,MultiStep+Ex,7.5,6.5,-1.0758,0.2000,,7567,12,7579,2.4198,0.00114225
2025-05-20T01:24:04.179917,101,13,MultiStep+Ex,7.0,6.5,-0.5742,0.2000,,7411,12,7423,2.6400,0.00111885
2025-05-20T01:24:04.183851,111,13,MultiStep+Ex,7.0,6.5,-0.5742,0.2000,,7411,12,7423,2.4919,0.00111885
2025-05-20T01:24:04.203099,4,533,MultiStep+Ex,7.0,6.0,-1.0714,0.2000,,7123,12,7135,3.3779,0.00107565
2025-05-20T01:24:04.209811,109,453,MultiStep-NoEx,5.0,5.0,-0.0273,0.2000,,2715,12,2727,2.5179,0.00041445
2025-05-20T01:24:04.213104,112,163,MultiStep-NoEx,7.0,7.0,-0.0194,0.2000,,1927,12,1939,2.5195,0.00029625
2025-05-20T01:24:04.213346,105,76,MultiStep+Ex,7.5,7.0,-0.5745,0.2000,,7435,12,7447,2.6236,0.00112245
2025-05-20T01:24:04.311313,110,211,MultiStep+Ex,7.5,6.0,-1.5751,0.2000,,7499,12,7511,2.6160,0.00113205
2025-05-20T01:24:04.312275,102,8,MultiStep-NoEx,8.5,6.0,-2.5225,0.2000,,2243,12,2255,2.7554,0.00034365
2025-05-20T01:24:04.312721,44,485,MultiStep+Ex,6.0,6.5,-0.5812,0.2000,,8111,12,8123,3.4868,0.00122385
2025-05-20T01:24:04.313025,132,208,MultiStep+Ex,6.5,6.0,-0.5729,0.2000,,7283,12,7295,2.3838,0.00109965
2025-05-20T01:24:04.313454,25,204,MultiStep+Ex,7.0,6.0,-1.0732,0.2000,,7303,12,7315,3.4878,0.00110265
2025-05-20T01:24:04.314628,106,564,MultiStep-NoEx,7.5,5.0,-2.5226,0.2000,,2247,12,2259,2.6291,0.00034425
2025-05-20T01:24:04.321563,141,577,MultiStep-NoEx,7.5,6.0,-1.5218,0.2000,,2171,12,2183,2.3559,0.00033285
2025-05-20T01:24:04.323451,95,476,MultiStep+Ex,5.5,6.0,-0.5727,0.2000,,7263,12,7275,3.4965,0.00109665
2025-05-20T01:24:04.325563,121,4,MultiStep+Ex,9.0,9.0,-0.0712,0.2000,,7103,12,7115,2.4953,0.00107265
2025-05-20T01:24:04.386678,148,35,MultiStep-NoEx,5.5,5.0,-0.5212,0.2000,,2103,12,2115,2.1612,0.00032265
2025-05-20T01:24:04.395238,137,90,MultiStep+Ex,6.0,6.0,-0.0782,0.2000,,7811,12,7823,2.4521,0.00117885
2025-05-20T01:24:04.409621,151,415,MultiStep-NoEx,7.5,5.0,-2.5351,0.2000,,3503,12,3515,2.0293,0.00053265
2025-05-20T01:24:04.469424,125,505,MultiStep-NoEx,5.5,4.0,-1.5191,0.2000,,1895,12,1907,2.5889,0.00029145
2025-05-20T01:24:04.486170,118,0,MultiStep+Ex,6.5,6.0,-0.5713,0.2000,,7115,12,7127,2.6954,0.00107445
2025-05-20T01:24:04.508214,136,15,MultiStep-NoEx,8.0,6.0,-2.0193,0.2000,,1919,12,1931,2.5729,0.00029505
2025-05-20T01:24:04.520222,147,670,MultiStep-NoEx,9.0,6.0,-3.0221,0.2000,,2203,12,2215,2.3043,0.00033765
2025-05-20T01:24:04.549373,130,581,MultiStep-NoEx,6.5,5.0,-1.5226,0.2000,,2251,12,2263,2.6298,0.00034485
2025-05-20T01:24:04.558166,131,416,MultiStep-NoEx,7.5,5.0,-2.5351,0.2000,,3503,12,3515,2.6328,0.00053265
2025-05-20T01:24:04.560118,145,184,MultiStep-NoEx,5.5,6.0,-0.5235,0.2000,,2339,12,2351,2.5312,0.00035805
2025-05-20T01:24:04.582438,181,386,SingleStep+Ex,6.0,6.0,-0.0197,0.2000,,1971,3,1974,0.6318,0.00029745
2025-05-20T01:24:04.583780,186,6,SingleStep-NoEx,6.0,5.0,-1.0050,0.2000,,492,3,495,0.6169,0.00007560
2025-05-20T01:24:04.584461,139,158,MultiStep+Ex,7.0,7.0,-0.0750,0.2000,,7487,12,7499,2.6395,0.00113025
2025-05-20T01:24:04.597937,146,241,MultiStep-NoEx,7.5,6.0,-1.5260,0.2000,,2591,12,2603,2.5633,0.00039585
2025-05-20T01:24:04.611697,205,110,SingleStep-NoEx,7.0,5.0,-2.0057,0.2000,,568,3,571,0.4451,0.00008700
2025-05-20T01:24:04.626377,140,30,MultiStep-NoEx,6.0,4.5,-1.5191,0.2000,,1895,12,1907,2.6689,0.00029145
2025-05-20T01:24:04.639254,127,310,MultiStep+Ex,6.0,6.0,-0.0730,0.2000,,7287,12,7299,2.7354,0.00110025
2025-05-20T01:24:04.647087,144,624,MultiStep+Ex,6.0,5.0,-1.0731,0.2000,,7295,12,7307,2.6582,0.00110145
2025-05-20T01:24:04.655042,138,581,MultiStep+Ex,6.5,6.0,-0.5749,0.2000,,7475,12,7487,2.7121,0.00112845
2025-05-20T01:24:04.687306,108,252,MultiStep+Ex,5.0,4.0,-1.0726,0.2000,,7251,12,7263,2.9975,0.00109485
2025-05-20T01:24:04.697566,120,357,MultiStep+Ex,7.5,6.0,-1.5790,0.2000,,7891,12,7903,2.9045,0.00119085
2025-05-20T01:24:04.697941,126,266,MultiStep+Ex,4.5,4.0,-0.5699,0.2000,,6975,12,6987,2.7971,0.00105345
2025-05-20T01:24:04.698138,38,248,MultiStep+Ex,8.0,7.0,-1.0824,0.2000,,8231,12,8243,3.8723,0.00124185
2025-05-20T01:24:04.709799,135,730,MultiStep+Ex,8.0,8.0,-0.0752,0.2000,,7511,12,7523,2.7750,0.00113385
2025-05-20T01:24:04.726703,182,690,SingleStep+Ex,8.0,6.0,-2.0193,0.2000,,1924,3,1927,0.7713,0.00029040
2025-05-20T01:24:04.737107,133,424,MultiStep+Ex,7.0,6.0,-1.0742,0.2000,,7411,12,7423,2.8069,0.00111885
2025-05-20T01:24:04.840600,143,239,MultiStep+Ex,8.0,7.0,-1.0795,0.2000,,7939,12,7951,2.8621,0.00119805
2025-05-20T01:24:04.840929,142,574,MultiStep+Ex,6.0,7.0,-1.0832,0.2000,,8307,12,8319,2.8748,0.00125325
2025-05-20T01:24:04.841326,128,296,MultiStep+Ex,6.5,6.0,-0.5762,0.2000,,7603,12,7615,2.9330,0.00114765
2025-05-20T01:24:04.841923,27,73,MultiStep+Ex,5.5,5.5,-0.0743,0.2000,,7423,12,7435,4.0163,0.00112065
2025-05-20T01:24:04.843435,212,578,SingleStep-NoEx,5.5,5.0,-0.5050,0.2000,,495,3,498,0.6294,0.00007605
2025-05-20T01:24:04.850630,53,556,MultiStep+Ex,6.0,6.0,-0.0788,0.2000,,7871,12,7883,4.0246,0.00118785
2025-05-20T01:24:04.885760,153,654,MultiStep-NoEx,9.0,6.0,-3.0217,0.2000,,2163,12,2175,2.4627,0.00033165
2025-05-20T01:24:04.898807,129,415,MultiStep+Ex,7.5,6.0,-1.5874,0.2000,,8727,12,8739,2.9795,0.00131625
2025-05-20T01:24:04.908303,123,115,MultiStep-NoEx,5.5,6.0,-0.5202,0.2000,,2007,12,2019,3.0377,0.00030825
2025-05-20T01:24:04.942787,208,426,SingleStep+Ex,8.5,6.0,-2.5185,0.2000,,1850,3,1853,0.7587,0.00027930
2025-05-20T01:24:04.977683,149,104,MultiStep+Ex,6.5,6.5,-0.0708,0.2000,,7063,12,7075,2.7488,0.00106665
2025-05-20T01:24:05.096906,218,49,SingleStep+Ex,6.5,6.0,-0.5189,0.2000,,1883,3,1886,0.7779,0.00028425
2025-05-20T01:24:05.156904,225,364,SingleStep+Ex,5.0,4.0,-1.0188,0.2000,,1881,3,1884,0.6867,0.00028395
2025-05-20T01:24:05.183724,155,290,MultiStep-NoEx,6.0,4.5,-1.5203,0.2000,,2019,12,2031,2.6727,0.00031005
2025-05-20T01:24:05.188966,232,23,SingleStep+Ex,6.5,6.5,-0.0190,0.2000,,1901,3,1904,0.6064,0.00028695
2025-05-20T01:24:05.197407,152,24,MultiStep+Ex,9.0,6.5,-2.5747,0.2000,,7455,12,7467,2.7906,0.00112545
2025-05-20T01:24:05.219575,156,666,MultiStep+Ex,9.0,8.0,-1.0750,0.2000,,7491,12,7503,2.6830,0.00113085
2025-05-20T01:24:05.235832,235,221,SingleStep+Ex,6.0,5.5,-0.5198,0.2000,,1977,3,1980,0.6378,0.00029835
2025-05-20T01:24:05.362385,154,676,MultiStep-NoEx,8.0,6.0,-2.0181,0.2000,,1803,12,1815,2.9007,0.00027765
2025-05-20T01:24:05.364470,150,724,MultiStep-NoEx,8.0,6.5,-1.5267,0.2000,,2655,12,2667,3.0294,0.00040545
2025-05-20T01:24:05.688988,157,768,MultiStep-NoEx,6.0,5.0,-1.0176,0.2000,,1747,12,1759,2.4132,0.00026925
2025-05-20T01:24:05.973894,159,39,MultiStep+Ex,7.5,6.5,-1.0721,0.2000,,7203,12,7215,2.5852,0.00108765
2025-05-20T01:24:06.013010,158,452,MultiStep-NoEx,5.5,5.0,-0.5216,0.2000,,2147,12,2159,2.6666,0.00032925
2025-05-20T01:24:06.016696,200,555,MultiStep+Ex,6.5,6.0,-0.5759,0.2000,,7579,12,7591,1.9172,0.00114405
2025-05-20T01:24:06.098770,163,787,MultiStep+Ex,5.0,3.0,-2.0661,0.2000,,6603,12,6615,2.4526,0.00099765
2025-05-20T01:24:06.123057,171,522,MultiStep+Ex,7.0,5.0,-2.0725,0.2000,,7235,12,7247,2.2701,0.00109245
2025-05-20T01:24:06.126074,162,657,MultiStep+Ex,9.0,7.0,-2.0738,0.2000,,7367,12,7379,2.4952,0.00111225
2025-05-20T01:24:06.127360,169,658,MultiStep+Ex,9.0,7.0,-2.0748,0.2000,,7467,12,7479,2.3370,0.00112725
2025-05-20T01:24:06.144120,167,237,MultiStep+Ex,6.5,6.0,-0.5756,0.2000,,7547,12,7559,2.4591,0.00113925
2025-05-20T01:24:06.175201,164,589,MultiStep+Ex,6.5,7.0,-0.5821,0.2000,,8203,12,8215,2.5087,0.00123765
2025-05-20T01:24:06.175312,161,255,MultiStep+Ex,6.5,6.0,-0.5746,0.2000,,7447,12,7459,2.5866,0.00112425
2025-05-20T01:24:06.230704,165,98,MultiStep+Ex,7.0,7.0,-0.0717,0.2000,,7159,12,7171,2.5561,0.00108105
2025-05-20T01:24:06.267562,188,788,MultiStep+Ex,5.0,3.0,-2.0726,0.2000,,7247,12,7259,2.2668,0.00109425
2025-05-20T01:24:06.404652,189,579,MultiStep+Ex,5.5,6.0,-0.5712,0.2000,,7103,12,7115,2.3893,0.00107265
2025-05-20T01:24:06.405749,174,720,MultiStep-NoEx,8.0,7.0,-1.0257,0.2000,,2559,12,2571,2.5403,0.00039105
2025-05-20T01:24:06.436683,180,199,MultiStep-NoEx,7.5,6.0,-1.5209,0.2000,,2075,12,2087,2.5009,0.00031845
2025-05-20T01:24:06.440190,175,400,MultiStep+Ex,6.0,7.0,-1.0750,0.2000,,7491,12,7503,2.5714,0.00113085
2025-05-20T01:24:06.467025,168,765,MultiStep+Ex,6.0,4.5,-1.5697,0.2000,,6959,12,6971,2.6799,0.00105105
2025-05-20T01:24:06.483942,172,217,MultiStep+Ex,8.0,7.0,-1.0787,0.2000,,7855,12,7867,2.6292,0.00118545
2025-05-20T01:24:06.503083,166,104,MultiStep+Ex,6.5,6.5,-0.0708,0.2000,,7063,12,7075,2.8257,0.00106665
2025-05-20T01:24:06.546027,203,350,MultiStep+Ex,7.0,6.0,-1.0719,0.2000,,7183,12,7195,2.4081,0.00108465
2025-05-20T01:24:06.570912,176,573,MultiStep+Ex,7.0,7.0,-0.0725,0.2000,,7235,12,7247,2.6884,0.00109245
2025-05-20T01:24:06.574473,177,527,MultiStep+Ex,6.5,6.0,-0.5739,0.2000,,7375,12,7387,2.6745,0.00111345
2025-05-20T01:24:06.595126,170,67,MultiStep+Ex,6.0,6.5,-0.5747,0.2000,,7455,12,7467,2.7888,0.00112545
2025-05-20T01:24:06.613358,184,743,MultiStep+Ex,8.0,7.0,-1.0740,0.2000,,7387,12,7399,2.6536,0.00111525
2025-05-20T01:24:06.626328,185,689,MultiStep+Ex,8.0,7.0,-1.0731,0.2000,,7295,12,7307,2.6636,0.00110145
2025-05-20T01:24:06.627340,187,316,MultiStep+Ex,4.0,3.0,-1.0732,0.2000,,7311,12,7323,2.6477,0.00110385
2025-05-20T01:24:06.639572,206,158,MultiStep+Ex,7.0,7.0,-0.0750,0.2000,,7487,12,7499,2.4634,0.00113025
2025-05-20T01:24:06.668735,193,784,MultiStep+Ex,6.0,4.0,-2.0723,0.2000,,7219,12,7231,2.6274,0.00109005
2025-05-20T01:24:06.670635,207,521,MultiStep+Ex,6.0,6.0,-0.0711,0.2000,,7095,12,7107,2.4901,0.00107145
2025-05-20T01:24:06.684399,202,303,MultiStep+Ex,6.5,7.0,-0.5721,0.2000,,7199,12,7211,2.5789,0.00108705
2025-05-20T01:24:06.685097,276,454,SingleStep-NoEx,7.0,5.5,-1.5057,0.2000,,567,3,570,0.5406,0.00008685
2025-05-20T01:24:06.698173,191,778,MultiStep+Ex,6.0,4.0,-2.0696,0.2000,,6951,12,6963,2.6628,0.00104985
